Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_disease,HOST,host_subject_id,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_id,ReleaseDate,create_date,version,Sample Name,SRA Study,strain,isolate_name_alias
SRR29016717,WGS,302,363955904,PRJNA1109295,SAMN41389358,Pathogen.cl,159469645,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2005,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543410,Bangladesh,Asia,Bangladesh,tuberculosis,Homo sapiens,1019C8_26D455FE341C,Illumina HiSeq 2000,missing,missing,1019C8_26D455FE341C_2005-00822,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1044,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,1019C8_26D455FE341C,SRP507535,not applicable,2005-00822
SRR29016727,WGS,302,207041838,PRJNA1109295,SAMN41390185,Pathogen.cl,95118190,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543400,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,24146D_295235109799,Illumina HiSeq 2000,missing,missing,24146D_295235109799_2238,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1026,2024-05-14T00:00:00Z,2024-05-14T09:31:00Z,1,24146D_295235109799,SRP507535,not applicable,
SRR29016728,WGS,302,333429744,PRJNA1109295,SAMN41389357,Pathogen.cl,144669423,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543399,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,1019C8_26467E6003C8,Illumina HiSeq 2000,missing,missing,1019C8_26467E6003C8_2005-02712,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1044,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,1019C8_26467E6003C8,SRP507535,not applicable,
SRR29016731,WGS,302,592616412,PRJNA1109295,SAMN41390182,Pathogen.cl,270744865,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2015,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543396,Viet Nam,Asia,Viet Nam,tuberculosis,Homo sapiens,24146D_26F5BD4AA64F,Illumina HiSeq 2000,missing,missing,24146D_26F5BD4AA64F_2090,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1026,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,24146D_26F5BD4AA64F,SRP507535,not applicable,2090
SRR29016732,WGS,302,524635608,PRJNA1109295,SAMN41390181,Pathogen.cl,245740693,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543395,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,24146D_26505E049466,Illumina HiSeq 2000,missing,missing,24146D_26505E049466_2263,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1026,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,24146D_26505E049466,SRP507535,not applicable,
SRR29016733,WGS,302,279135278,PRJNA1109295,SAMN41390180,Pathogen.cl,119121815,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2012,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543394,Viet Nam,Asia,Viet Nam,tuberculosis,Homo sapiens,24146D_2647C1DBA23B,Illumina HiSeq 2000,missing,missing,24146D_2647C1DBA23B_1824,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1026,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,24146D_2647C1DBA23B,SRP507535,not applicable,1824
SRR29016734,WGS,302,362317252,PRJNA1109295,SAMN41390179,Pathogen.cl,158374850,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2011,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543393,Viet Nam,Asia,Viet Nam,tuberculosis,Homo sapiens,24146D_2612AA892D96,Illumina HiSeq 2000,missing,missing,24146D_2612AA892D96_1758,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1026,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,24146D_2612AA892D96,SRP507535,not applicable,1758
SRR29016735,WGS,302,260156390,PRJNA1109295,SAMN41390178,Pathogen.cl,116694096,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543392,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,24146D_25DB67C56579,Illumina HiSeq 2000,missing,missing,24146D_25DB67C56579_2196,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1026,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,24146D_25DB67C56579,SRP507535,not applicable,
SRR29016736,WGS,302,468181540,PRJNA1109295,SAMN41390177,Pathogen.cl,210291168,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2015,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543391,Viet Nam,Asia,Viet Nam,tuberculosis,Homo sapiens,24146D_2596A54CDBB5,Illumina HiSeq 2000,missing,missing,24146D_2596A54CDBB5_2167,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1026,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,24146D_2596A54CDBB5,SRP507535,not applicable,2167
SRR29016739,WGS,302,533416862,PRJNA1109295,SAMN41389356,Pathogen.cl,224073600,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2011,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543388,Bangladesh,Asia,Bangladesh,tuberculosis,Homo sapiens,1019C8_25E6E2A27169,Illumina HiSeq 2000,missing,missing,1019C8_25E6E2A27169_2011-00963,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1044,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,1019C8_25E6E2A27169,SRP507535,not applicable,2011-00963
SRR29016740,WGS,302,330691208,PRJNA1109295,SAMN41390174,Pathogen.cl,148386373,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2015,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543387,Viet Nam,Asia,Viet Nam,tuberculosis,Homo sapiens,24146D_24917DB15C4E,Illumina HiSeq 2000,missing,missing,24146D_24917DB15C4E_2150,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1026,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,24146D_24917DB15C4E,SRP507535,not applicable,2150
SRR29016753,WGS,302,480668334,PRJNA1109295,SAMN41390086,Pathogen.cl,223654176,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543374,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,24146D_063E26C670D0,Illumina HiSeq 2000,missing,missing,24146D_063E26C670D0_2389,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1026,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,24146D_063E26C670D0,SRP507535,not applicable,
SRR29016754,WGS,302,337219542,PRJNA1109295,SAMN41390085,Pathogen.cl,155526914,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543373,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,24146D_063B7D7AE9CD,Illumina HiSeq 2000,missing,missing,24146D_063B7D7AE9CD_25489,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1026,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,24146D_063B7D7AE9CD,SRP507535,not applicable,
SRR29016755,WGS,302,948421940,PRJNA1109295,SAMN41389347,Pathogen.cl,426024604,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2013,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543372,Bangladesh,Asia,Bangladesh,tuberculosis,Homo sapiens,1019C8_221203E5E296,Illumina HiSeq 2000,missing,missing,1019C8_221203E5E296_2014-01140,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1044,2024-05-14T00:00:00Z,2024-05-14T09:33:00Z,1,1019C8_221203E5E296,SRP507535,not applicable,2014-01140
SRR29016756,WGS,302,253073886,PRJNA1109295,SAMN41390084,Pathogen.cl,114743384,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543371,Viet Nam,Asia,Viet Nam,tuberculosis,Homo sapiens,24146D_05A70454516E,Illumina HiSeq 2000,missing,missing,24146D_05A70454516E_2212,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1026,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,24146D_05A70454516E,SRP507535,not applicable,2212
SRR29016758,WGS,302,352740832,PRJNA1109295,SAMN41390082,Pathogen.cl,162160202,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543369,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,24146D_059FDCD96BAE,Illumina HiSeq 2000,missing,missing,24146D_059FDCD96BAE_1895,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1026,2024-05-14T00:00:00Z,2024-05-14T10:03:00Z,1,24146D_059FDCD96BAE,SRP507535,not applicable,
SRR29016799,WGS,302,414143472,PRJNA1109295,SAMN41389894,Pathogen.cl,193212731,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2017,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543328,Brazil,South America,Brazil,tuberculosis,Homo sapiens,20B5E1_03DD45B394E9,Illumina HiSeq 2000,missing,missing,20B5E1_03DD45B394E9_733-17,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1047,2024-05-14T00:00:00Z,2024-05-14T09:33:00Z,1,20B5E1_03DD45B394E9,SRP507535,not applicable,733-17
SRR29016800,WGS,302,514459114,PRJNA1109295,SAMN41389893,Pathogen.cl,236932865,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543327,Brazil,South America,Brazil,tuberculosis,Homo sapiens,20B5E1_030F222C4299,Illumina HiSeq 2000,missing,missing,20B5E1_030F222C4299_8775-16,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1047,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,20B5E1_030F222C4299,SRP507535,not applicable,8775-16
SRR29016801,WGS,302,277431394,PRJNA1109295,SAMN41389892,Pathogen.cl,124573108,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543326,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,20B5E1_02457574EE3D,Illumina HiSeq 2000,missing,missing,20B5E1_02457574EE3D_630-17,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1047,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,20B5E1_02457574EE3D,SRP507535,not applicable,
SRR29016802,WGS,302,218372878,PRJNA1109295,SAMN41389891,Pathogen.cl,91644667,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543325,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,20B5E1_00720F58DC8B,Illumina HiSeq 2000,missing,missing,20B5E1_00720F58DC8B_168-10,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1047,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,20B5E1_00720F58DC8B,SRP507535,not applicable,
SRR29016803,WGS,302,127911496,PRJNA1109295,SAMN41389890,Pathogen.cl,51878500,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543324,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,20B5E1_001020BE7671,Illumina HiSeq 2000,missing,missing,20B5E1_001020BE7671_3359-14-PGS-b,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1047,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,20B5E1_001020BE7671,SRP507535,not applicable,
SRR29016804,WGS,302,154525850,PRJNA1109295,SAMN41389889,Pathogen.cl,68719835,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543323,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,20B5E1_0004858498D3,Illumina HiSeq 2000,missing,missing,20B5E1_0004858498D3_203-17,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1047,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,20B5E1_0004858498D3,SRP507535,not applicable,
SRR29016805,WGS,302,261237852,PRJNA1109295,SAMN41389888,Pathogen.cl,126879444,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543322,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,1019C8_FFA613142BBD,Illumina HiSeq 2000,missing,missing,1019C8_FFA613142BBD_2015-00231,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1044,2024-05-14T00:00:00Z,2024-05-14T09:33:00Z,1,1019C8_FFA613142BBD,SRP507535,not applicable,
SRR29016806,WGS,302,227472440,PRJNA1109295,SAMN41389887,Pathogen.cl,110665258,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543321,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,1019C8_FE7F72EB9230,Illumina HiSeq 2000,missing,missing,1019C8_FE7F72EB9230_2011-00617,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1044,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,1019C8_FE7F72EB9230,SRP507535,not applicable,
SRR29016807,WGS,302,315707478,PRJNA1109295,SAMN41389886,Pathogen.cl,131097469,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543320,Bangladesh,Asia,Bangladesh,tuberculosis,Homo sapiens,1019C8_FE56D1EEF7CA,Illumina HiSeq 2000,missing,missing,1019C8_FE56D1EEF7CA_2017-00523,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1044,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,1019C8_FE56D1EEF7CA,SRP507535,not applicable,2017-00523
SRR29016808,WGS,302,204014590,PRJNA1109295,SAMN41389885,Pathogen.cl,82246054,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2009,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543319,Bangladesh,Asia,Bangladesh,tuberculosis,Homo sapiens,1019C8_FE546C1EC7A2,Illumina HiSeq 2000,missing,missing,1019C8_FE546C1EC7A2_2009-01140,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1044,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,1019C8_FE546C1EC7A2,SRP507535,not applicable,2009-01140
SRR29016809,WGS,302,415578576,PRJNA1109295,SAMN41389327,Pathogen.cl,175411567,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2009,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543318,Bangladesh,Asia,Bangladesh,tuberculosis,Homo sapiens,1019C8_190437646A97,Illumina HiSeq 2000,missing,missing,1019C8_190437646A97_2010-00383,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1044,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,1019C8_190437646A97,SRP507535,not applicable,2010-00383
SRR29016810,WGS,302,290165828,PRJNA1109295,SAMN41389884,Pathogen.cl,117633953,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2007,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543317,Bangladesh,Asia,Bangladesh,tuberculosis,Homo sapiens,1019C8_FE52C5704DF2,Illumina HiSeq 2000,missing,missing,1019C8_FE52C5704DF2_2008-00695,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1044,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,1019C8_FE52C5704DF2,SRP507535,not applicable,2008-00695
SRR29016811,WGS,302,307957554,PRJNA1109295,SAMN41389883,Pathogen.cl,131673421,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2009,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543316,Bangladesh,Asia,Bangladesh,tuberculosis,Homo sapiens,1019C8_FE51C2E6A3EF,Illumina HiSeq 2000,missing,missing,1019C8_FE51C2E6A3EF_2010-00227,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1044,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,1019C8_FE51C2E6A3EF,SRP507535,not applicable,2010-00227
SRR29016812,WGS,302,364637216,PRJNA1109295,SAMN41389882,Pathogen.cl,158067075,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543315,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,1019C8_FE0789ABD120,Illumina HiSeq 2000,missing,missing,1019C8_FE0789ABD120_2006-00310,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1044,2024-05-14T00:00:00Z,2024-05-14T09:33:00Z,1,1019C8_FE0789ABD120,SRP507535,not applicable,
SRR29016813,WGS,302,297188234,PRJNA1109295,SAMN41389881,Pathogen.cl,130295911,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2006,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543314,Bangladesh,Asia,Bangladesh,tuberculosis,Homo sapiens,1019C8_FDE24A3AE978,Illumina HiSeq 2000,missing,missing,1019C8_FDE24A3AE978_2006-00741,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1044,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,1019C8_FDE24A3AE978,SRP507535,not applicable,2006-00741
SRR29016814,WGS,302,479222660,PRJNA1109295,SAMN41389880,Pathogen.cl,200988835,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2010,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543313,Bangladesh,Asia,Bangladesh,tuberculosis,Homo sapiens,1019C8_FDA8B708CFC2,Illumina HiSeq 2000,missing,missing,1019C8_FDA8B708CFC2_2010-02400,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1044,2024-05-14T00:00:00Z,2024-05-14T09:33:00Z,1,1019C8_FDA8B708CFC2,SRP507535,not applicable,2010-02400
SRR29016815,WGS,302,202783940,PRJNA1109295,SAMN41389879,Pathogen.cl,98752154,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543312,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,1019C8_FD5B4044BC10,Illumina HiSeq 2000,missing,missing,1019C8_FD5B4044BC10_2006-03535,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1044,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,1019C8_FD5B4044BC10,SRP507535,not applicable,
SRR29016816,WGS,302,345196872,PRJNA1109295,SAMN41389878,Pathogen.cl,146686019,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2009,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543311,Bangladesh,Asia,Bangladesh,tuberculosis,Homo sapiens,1019C8_FC919A70B3AC,Illumina HiSeq 2000,missing,missing,1019C8_FC919A70B3AC_2009-03757,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1044,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,1019C8_FC919A70B3AC,SRP507535,not applicable,2009-03757
SRR29016817,WGS,302,771105358,PRJNA1109295,SAMN41389877,Pathogen.cl,343388424,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543310,Bangladesh,Asia,Bangladesh,tuberculosis,Homo sapiens,1019C8_FC6564CEAF28,Illumina HiSeq 2000,missing,missing,1019C8_FC6564CEAF28_2014-02264,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1044,2024-05-14T00:00:00Z,2024-05-14T09:33:00Z,1,1019C8_FC6564CEAF28,SRP507535,not applicable,2014-02264
SRR29016818,WGS,302,360631488,PRJNA1109295,SAMN41389876,Pathogen.cl,159634387,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2011,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543309,Bangladesh,Asia,Bangladesh,tuberculosis,Homo sapiens,1019C8_FC1EFE594190,Illumina HiSeq 2000,missing,missing,1019C8_FC1EFE594190_2011-02587,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1044,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,1019C8_FC1EFE594190,SRP507535,not applicable,2011-02587
SRR29016819,WGS,302,351514410,PRJNA1109295,SAMN41389875,Pathogen.cl,171634612,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543308,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,1019C8_FBE28595EE2A,Illumina HiSeq 2000,missing,missing,1019C8_FBE28595EE2A_2014-01128,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1044,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,1019C8_FBE28595EE2A,SRP507535,not applicable,
SRR29016820,WGS,302,294910852,PRJNA1109295,SAMN41389606,Pathogen.cl,120140751,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2008,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543711,Bangladesh,Asia,Bangladesh,tuberculosis,Homo sapiens,1019C8_89C82A396E25,Illumina HiSeq 2000,missing,missing,1019C8_89C82A396E25_2008-04310,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1044,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,1019C8_89C82A396E25,SRP507535,not applicable,2008-04310
SRR29016821,WGS,302,354201002,PRJNA1109295,SAMN41389490,Pathogen.cl,156864060,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2010,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24544307,Bangladesh,Asia,Bangladesh,tuberculosis,Homo sapiens,1019C8_5ABD44AA5703,Illumina HiSeq 2000,missing,missing,1019C8_5ABD44AA5703_2011-00543,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1044,2024-05-14T00:00:00Z,2024-05-14T09:32:00Z,1,1019C8_5ABD44AA5703,SRP507535,not applicable,2011-00543
SRR29016822,WGS,302,528731030,PRJNA1109295,SAMN41389605,Pathogen.cl,231709316,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2007,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24543710,Bangladesh,Asia,Bangladesh,tuberculosis,Homo sapiens,1019C8_89ABEEFAC5DB,Illumina HiSeq 2000,missing,missing,1019C8_89ABEEFAC5DB_2007-01868,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,IS-1044,2024-05-14T00:00:00Z,2024-05-14T10:04:00Z,1,1019C8_89ABEEFAC5DB,SRP507535,not applicable,2007-01868
