Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_disease,HOST,host_subject_id,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,strain
SRR29341504,WGS,274,328568528,PRJNA1122079,SAMN41772170,Pathogen.cl,136764317,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857386,Philippines,Asia,Philippines,tuberculosis,Homo sapiens,IT2349,Illumina HiSeq 2000,missing,missing,IT2349,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T23:13:00Z,1,IT2349,SRP512858,not applicable
SRR29341505,WGS,287,325022492,PRJNA1122079,SAMN41772169,Pathogen.cl,135684330,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857385,Philippines,Asia,Philippines,tuberculosis,Homo sapiens,IT2343,Illumina HiSeq 2000,missing,missing,IT2343,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T23:32:00Z,1,IT2343,SRP512858,not applicable
SRR29341506,WGS,275,561372366,PRJNA1122079,SAMN41772168,Pathogen.cl,253588427,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857384,Ethiopia,Africa,Ethiopia,tuberculosis,Homo sapiens,IT2249,Illumina HiSeq 2000,missing,missing,IT2249,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2249,SRP512858,not applicable
SRR29341507,WGS,286,454938592,PRJNA1122079,SAMN41772167,Pathogen.cl,207401552,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857383,El Salvador,North America,El Salvador,tuberculosis,Homo sapiens,IT2017,Illumina HiSeq 2000,missing,missing,IT2017,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2017,SRP512858,not applicable
SRR29341508,WGS,273,632601464,PRJNA1122079,SAMN41772304,Pathogen.cl,266468073,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857382,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,25-22,Illumina HiSeq 2000,missing,missing,25-22,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,25-22,SRP512858,not applicable
SRR29341509,WGS,271,602900115,PRJNA1122079,SAMN41772303,Pathogen.cl,255413227,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857381,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,27-22,Illumina HiSeq 2000,missing,missing,27-22,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,27-22,SRP512858,not applicable
SRR29341510,WGS,265,374601009,PRJNA1122079,SAMN41772302,Pathogen.cl,160057866,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857380,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,26-22,Illumina HiSeq 2000,missing,missing,26-22,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,26-22,SRP512858,not applicable
SRR29341511,WGS,280,411858280,PRJNA1122079,SAMN41772301,Pathogen.cl,176017521,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857379,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,448-20,Illumina HiSeq 2000,missing,missing,448-20,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,448-20,SRP512858,not applicable
SRR29341512,WGS,276,333231726,PRJNA1122079,SAMN41772166,Pathogen.cl,135755113,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857378,El Salvador,North America,El Salvador,tuberculosis,Homo sapiens,IT2318,Illumina HiSeq 2000,missing,missing,IT2318,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T22:46:00Z,1,IT2318,SRP512858,not applicable
SRR29341513,WGS,279,1121426840,PRJNA1122079,SAMN41772300,Pathogen.cl,492889866,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857377,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,IT2013,Illumina HiSeq 2000,missing,missing,IT2013,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-12T00:18:00Z,1,IT2013,SRP512858,not applicable
SRR29341514,WGS,279,572075616,PRJNA1122079,SAMN41772299,Pathogen.cl,238658100,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857376,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,IT1768,Illumina HiSeq 2000,missing,missing,IT1768,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:23:00Z,1,IT1768,SRP512858,not applicable
SRR29341515,WGS,275,861288288,PRJNA1122079,SAMN41772298,Pathogen.cl,362678183,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857375,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,IT1774,Illumina HiSeq 2000,missing,missing,IT1774,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:23:00Z,1,IT1774,SRP512858,not applicable
SRR29341516,WGS,279,600659775,PRJNA1122079,SAMN41772297,Pathogen.cl,248159295,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857374,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,IT2054,Illumina HiSeq 2000,missing,missing,IT2054,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2054,SRP512858,not applicable
SRR29341517,WGS,278,700152900,PRJNA1122079,SAMN41772296,Pathogen.cl,296671778,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857373,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,IT1751,Illumina HiSeq 2000,missing,missing,IT1751,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:23:00Z,1,IT1751,SRP512858,not applicable
SRR29341518,WGS,257,270059623,PRJNA1122079,SAMN41772295,Pathogen.cl,111447673,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857372,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,IT2405,Illumina HiSeq 2000,missing,missing,IT2405,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2405,SRP512858,not applicable
SRR29341519,WGS,277,521542841,PRJNA1122079,SAMN41772294,Pathogen.cl,217960182,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857371,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,IT1769,Illumina HiSeq 2000,missing,missing,IT1769,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:23:00Z,1,IT1769,SRP512858,not applicable
SRR29341520,WGS,282,296863194,PRJNA1122079,SAMN41772293,Pathogen.cl,137451192,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857370,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,IT2011,Illumina HiSeq 2000,missing,missing,IT2011,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T23:03:00Z,1,IT2011,SRP512858,not applicable
SRR29341521,WGS,261,644018895,PRJNA1122079,SAMN41772292,Pathogen.cl,258870499,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857369,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,IT1773,Illumina HiSeq 2000,missing,missing,IT1773,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:23:00Z,1,IT1773,SRP512858,not applicable
SRR29341522,WGS,284,770938634,PRJNA1122079,SAMN41772291,Pathogen.cl,346532551,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857368,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,IT2399,Illumina HiSeq 2000,missing,missing,IT2399,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:23:00Z,1,IT2399,SRP512858,not applicable
SRR29341523,WGS,278,287133655,PRJNA1122079,SAMN41772165,Pathogen.cl,119653694,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857367,El Salvador,North America,El Salvador,tuberculosis,Homo sapiens,IT2321,Illumina HiSeq 2000,missing,missing,IT2321,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-12T00:00:00Z,2024-06-11T23:02:00Z,1,IT2321,SRP512858,not applicable
SRR29341524,WGS,280,2370565895,PRJNA1122079,SAMN41772290,Pathogen.cl,1063697578,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857366,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,IT2401,Illumina HiSeq 2000,missing,missing,IT2401,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:24:00Z,1,IT2401,SRP512858,not applicable
SRR29341525,WGS,261,569391652,PRJNA1122079,SAMN41772289,Pathogen.cl,233643474,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857365,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,IT2404,Illumina HiSeq 2000,missing,missing,IT2404,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2404,SRP512858,not applicable
SRR29341526,WGS,279,381642677,PRJNA1122079,SAMN41772288,Pathogen.cl,151302268,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857364,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,IT2245,Illumina HiSeq 2000,missing,missing,IT2245,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2245,SRP512858,not applicable
SRR29341527,WGS,262,681069235,PRJNA1122079,SAMN41772287,Pathogen.cl,278462603,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857363,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,IT2295,Illumina HiSeq 2000,missing,missing,IT2295,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:23:00Z,1,IT2295,SRP512858,not applicable
SRR29341528,WGS,283,494554023,PRJNA1122079,SAMN41772286,Pathogen.cl,216873653,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857362,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,IT2018,Illumina HiSeq 2000,missing,missing,IT2018,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:23:00Z,1,IT2018,SRP512858,not applicable
SRR29341529,WGS,150,622565579,PRJNA1122079,SAMN41772250,Pathogen.cl,241488259,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857361,Senegal,Africa,Senegal,tuberculosis,Homo sapiens,IT2409,Illumina HiSeq 2000,missing,missing,IT2409,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2409,SRP512858,not applicable
SRR29341530,WGS,287,578977637,PRJNA1122079,SAMN41772285,Pathogen.cl,257156687,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857356,uncalculated,uncalculated,missing,tuberculosis,Homo sapiens,IT1780,Illumina HiSeq 2000,missing,missing,IT1780,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT1780,SRP512858,not applicable
SRR29341531,WGS,260,684846214,PRJNA1122079,SAMN41772249,Pathogen.cl,288404152,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857360,Romania,Europe,Romania,tuberculosis,Homo sapiens,IT2754,Illumina HiSeq 2000,missing,missing,IT2754,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:23:00Z,1,IT2754,SRP512858,not applicable
SRR29341532,WGS,242,860881759,PRJNA1122079,SAMN41772248,Pathogen.cl,366599927,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857359,Romania,Europe,Romania,tuberculosis,Homo sapiens,IT1756,Illumina HiSeq 2000,missing,missing,IT1756,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:23:00Z,1,IT1756,SRP512858,not applicable
SRR29341533,WGS,288,600710973,PRJNA1122079,SAMN41772247,Pathogen.cl,262995422,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857358,Romania,Europe,Romania,tuberculosis,Homo sapiens,IT1777,Illumina HiSeq 2000,missing,missing,IT1777,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:23:00Z,1,IT1777,SRP512858,not applicable
SRR29341534,WGS,284,354487500,PRJNA1122079,SAMN41772246,Pathogen.cl,159254585,"FIND, THE FOUNDATION FOR INNOVATIVE NEW DIAGNOSTICS",missing,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24857357,Romania,Europe,Romania,tuberculosis,Homo sapiens,IT2057,Illumina HiSeq 2000,missing,missing,IT2057,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2024-06-10T00:00:00Z,2024-06-10T09:22:00Z,1,IT2057,SRP512858,not applicable
