BioSample,Sample,Run,ISOLATION_LOCATION,DB_OF_ORIGIN,TESTING_LOCATION,STUDY_NAME,STUDY_PMID,MEDIA,INH,RIF,RFB,EMB,STM,ETH,CIP,CYS,CAP,KAN,OFX,PAS,PZA,AMI,MXF,PRO,CFZ,LEV,CLAR,GATI,AMOXCLAV,LZD,Platform,TaxID,ScientificName,LoadDate,ReleaseDate,Combined_Runs,Num_Runs,TDR_Sample
SAMN02381007,SRS515062,SRR1062900,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,<0.03,8-16,8-16,1-2,2-4,0.3-0.6,,4-8,,1.2-2.5,0.5-1,<0.5,,.12-0.25,0.12-0.25,,,,,,,,ILLUMINA,1408930.0,Mycobacterium tuberculosis UT0051,2013-12-27 20:44:49,2013-12-27 20:43:03,"SRR1049618,SRR1140682,SRR1062900,SRR1049619",4,nan
SAMN02381007,SRS515062,SRR1049619,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,<0.03,8-16,8-16,1-2,2-4,0.3-0.6,,4-8,,1.2-2.5,0.5-1,<0.5,,.12-0.25,0.12-0.25,,,,,,,,ILLUMINA,1408930.0,Mycobacterium tuberculosis UT0051,2013-12-15 22:54:48,2013-12-13 17:33:07,"SRR1049618,SRR1140682,SRR1062900,SRR1049619",4,nan
SAMN02381008,SRS515064,SRR1062901,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,<0.12,<0.12,0.5-1,0.25-0.5,0.3-0.6,,8-16,,1.2-2.5,0.5-1,<0.5,,.12-0.25,.25-.5,,,,,,,,ILLUMINA,1408931.0,Mycobacterium tuberculosis UT0052,2013-12-27 20:44:55,2013-12-27 20:43:04,"SRR1062901,SRR1049621,SRR1049620,SRR1140571",4,nan
SAMN02381008,SRS515064,SRR1049621,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,<0.12,<0.12,0.5-1,0.25-0.5,0.3-0.6,,8-16,,1.2-2.5,0.5-1,<0.5,,.12-0.25,.25-.5,,,,,,,,ILLUMINA,1408931.0,Mycobacterium tuberculosis UT0052,2013-12-15 22:54:51,2013-12-13 17:33:09,"SRR1062901,SRR1049621,SRR1049620,SRR1140571",4,nan
SAMN02381008,SRS515064,SRR1049620,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,<0.12,<0.12,0.5-1,0.25-0.5,0.3-0.6,,8-16,,1.2-2.5,0.5-1,<0.5,,.12-0.25,.25-.5,,,,,,,,ILLUMINA,1408931.0,Mycobacterium tuberculosis UT0052,2013-12-15 22:54:50,2013-12-13 17:33:09,"SRR1062901,SRR1049621,SRR1049620,SRR1140571",4,nan
SAMN02381008,SRS515064,SRR1140571,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,<0.12,<0.12,0.5-1,0.25-0.5,0.3-0.6,,8-16,,1.2-2.5,0.5-1,<0.5,,.12-0.25,.25-.5,,,,,,,,ILLUMINA,1408931.0,Mycobacterium tuberculosis UT0052,2014-01-23 04:03:28,2014-01-23 03:34:12,"SRR1062901,SRR1049621,SRR1049620,SRR1140571",4,nan
SAMN02381009,SRS515065,SRR1049622,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,8-16,4-8,4-8,16-32,0.3-0.6,,8-16,,1.2-2.5,0.25-0.5,1-2,,0.25-0.5,0.06-.12,,,,,,,,ILLUMINA,1408932.0,Mycobacterium tuberculosis UT0053,2016-11-22 01:42:03,2013-12-13 17:33:10,"SRR1049622,SRR1140729,SRR1062897,SRR1049623",4,nan
SAMN02381009,SRS515065,SRR1140729,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,8-16,4-8,4-8,16-32,0.3-0.6,,8-16,,1.2-2.5,0.25-0.5,1-2,,0.25-0.5,0.06-.12,,,,,,,,ILLUMINA,1408932.0,Mycobacterium tuberculosis UT0053,2014-01-23 04:35:41,2014-01-23 04:30:15,"SRR1049622,SRR1140729,SRR1062897,SRR1049623",4,nan
SAMN02381009,SRS515065,SRR1062897,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,8-16,4-8,4-8,16-32,0.3-0.6,,8-16,,1.2-2.5,0.25-0.5,1-2,,0.25-0.5,0.06-.12,,,,,,,,ILLUMINA,1408932.0,Mycobacterium tuberculosis UT0053,2013-12-27 20:43:40,2013-12-27 20:40:06,"SRR1049622,SRR1140729,SRR1062897,SRR1049623",4,nan
SAMN02381009,SRS515065,SRR1049623,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,8-16,4-8,4-8,16-32,0.3-0.6,,8-16,,1.2-2.5,0.25-0.5,1-2,,0.25-0.5,0.06-.12,,,,,,,,ILLUMINA,1408932.0,Mycobacterium tuberculosis UT0053,2013-12-15 22:54:28,2013-12-13 17:33:10,"SRR1049622,SRR1140729,SRR1062897,SRR1049623",4,nan
SAMN02381010,SRS515066,SRR1049625,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,<0.12,<0.12,0.5-1,<0.25,0.6-1.2,,4-8,,0.6-1.2,0.5-1,<0.5,,<0.12,0.12-0.25,,,,,,,,ILLUMINA,1408933.0,Mycobacterium tuberculosis UT0055,2013-12-15 22:55:08,2013-12-13 17:34:04,"SRR1049625,SRR1140750,SRR1062898,SRR1049624",4,nan
SAMN02381010,SRS515066,SRR1140750,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,<0.12,<0.12,0.5-1,<0.25,0.6-1.2,,4-8,,0.6-1.2,0.5-1,<0.5,,<0.12,0.12-0.25,,,,,,,,ILLUMINA,1408933.0,Mycobacterium tuberculosis UT0055,2014-01-23 04:35:52,2014-01-23 04:32:03,"SRR1049625,SRR1140750,SRR1062898,SRR1049624",4,nan
SAMN02381010,SRS515066,SRR1062898,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,<0.12,<0.12,0.5-1,<0.25,0.6-1.2,,4-8,,0.6-1.2,0.5-1,<0.5,,<0.12,0.12-0.25,,,,,,,,ILLUMINA,1408933.0,Mycobacterium tuberculosis UT0055,2013-12-27 20:42:54,2013-12-27 20:41:03,"SRR1049625,SRR1140750,SRR1062898,SRR1049624",4,nan
SAMN02381010,SRS515066,SRR1049624,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,<0.12,<0.12,0.5-1,<0.25,0.6-1.2,,4-8,,0.6-1.2,0.5-1,<0.5,,<0.12,0.12-0.25,,,,,,,,ILLUMINA,1408933.0,Mycobacterium tuberculosis UT0055,2013-12-15 22:55:17,2013-12-13 17:34:04,"SRR1049625,SRR1140750,SRR1062898,SRR1049624",4,nan
SAMN02381011,SRS515067,SRR1049627,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,<0.12,<0.12,1-2,1-2,0.6-1.2,,8-16,,1.2-2.5,0.25-0.5,0.5-1,,.12-0.25,0.12-0.25,,,,,,,,ILLUMINA,1408934.0,Mycobacterium tuberculosis UT0056,2013-12-15 22:54:18,2013-12-13 17:35:04,"SRR1049627,SRR1049628,SRR1062899,SRR1140719",4,nan
SAMN02381011,SRS515067,SRR1049628,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,<0.12,<0.12,1-2,1-2,0.6-1.2,,8-16,,1.2-2.5,0.25-0.5,0.5-1,,.12-0.25,0.12-0.25,,,,,,,,ILLUMINA,1408934.0,Mycobacterium tuberculosis UT0056,2013-12-15 22:54:18,2013-12-13 17:35:04,"SRR1049627,SRR1049628,SRR1062899,SRR1140719",4,nan
SAMN02381011,SRS515067,SRR1062899,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,<0.12,<0.12,1-2,1-2,0.6-1.2,,8-16,,1.2-2.5,0.25-0.5,0.5-1,,.12-0.25,0.12-0.25,,,,,,,,ILLUMINA,1408934.0,Mycobacterium tuberculosis UT0056,2013-12-27 20:43:49,2013-12-27 20:42:04,"SRR1049627,SRR1049628,SRR1062899,SRR1140719",4,nan
SAMN02381011,SRS515067,SRR1140719,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,<0.12,<0.12,1-2,1-2,0.6-1.2,,8-16,,1.2-2.5,0.25-0.5,0.5-1,,.12-0.25,0.12-0.25,,,,,,,,ILLUMINA,1408934.0,Mycobacterium tuberculosis UT0056,2014-01-23 04:32:14,2014-01-23 04:30:03,"SRR1049627,SRR1049628,SRR1062899,SRR1140719",4,nan
SAMN02381012,SRS515068,SRR1062902,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,8-16,4-8,0.5-1,<0.25,<0.3,,4-8,,<0.6,0.25-0.5,<0.5,,<0.12,0.06-.12,,,,,,,,ILLUMINA,1408935.0,Mycobacterium tuberculosis UT0057,2013-12-27 20:48:49,2013-12-27 20:43:05,"SRR1062902,SRR1140751,SRR1049630,SRR1049629",4,nan
SAMN02381012,SRS515068,SRR1140751,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,8-16,4-8,0.5-1,<0.25,<0.3,,4-8,,<0.6,0.25-0.5,<0.5,,<0.12,0.06-.12,,,,,,,,ILLUMINA,1408935.0,Mycobacterium tuberculosis UT0057,2014-01-23 04:35:58,2014-01-23 04:32:04,"SRR1062902,SRR1140751,SRR1049630,SRR1049629",4,nan
SAMN02381012,SRS515068,SRR1049630,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,8-16,4-8,0.5-1,<0.25,<0.3,,4-8,,<0.6,0.25-0.5,<0.5,,<0.12,0.06-.12,,,,,,,,ILLUMINA,1408935.0,Mycobacterium tuberculosis UT0057,2013-12-15 22:54:59,2013-12-13 17:35:05,"SRR1062902,SRR1140751,SRR1049630,SRR1049629",4,nan
SAMN02381012,SRS515068,SRR1049629,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,8-16,4-8,0.5-1,<0.25,<0.3,,4-8,,<0.6,0.25-0.5,<0.5,,<0.12,0.06-.12,,,,,,,,ILLUMINA,1408935.0,Mycobacterium tuberculosis UT0057,2016-11-22 01:42:05,2013-12-13 17:35:05,"SRR1062902,SRR1140751,SRR1049630,SRR1049629",4,nan
SAMN02381013,SRS515069,SRR1049632,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,8-16,8-16,4-8,1-2,0.6-1.2,,8-16,,1.2-2.5,0.25-0.5,<0.5,,.12-0.25,0.06-.12,,,,,,,,ILLUMINA,1408936.0,Mycobacterium tuberculosis UT0058,2013-12-15 22:55:47,2013-12-13 17:35:06,"SRR1049632,SRR1049631,SRR1062903,SRR1140752",4,nan
SAMN02381013,SRS515069,SRR1049631,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,8-16,8-16,4-8,1-2,0.6-1.2,,8-16,,1.2-2.5,0.25-0.5,<0.5,,.12-0.25,0.06-.12,,,,,,,,ILLUMINA,1408936.0,Mycobacterium tuberculosis UT0058,2016-11-22 01:43:18,2013-12-13 17:35:06,"SRR1049632,SRR1049631,SRR1062903,SRR1140752",4,nan
SAMN02381013,SRS515069,SRR1062903,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,8-16,8-16,4-8,1-2,0.6-1.2,,8-16,,1.2-2.5,0.25-0.5,<0.5,,.12-0.25,0.06-.12,,,,,,,,ILLUMINA,1408936.0,Mycobacterium tuberculosis UT0058,2013-12-27 20:48:41,2013-12-27 20:43:06,"SRR1049632,SRR1049631,SRR1062903,SRR1140752",4,nan
SAMN02381013,SRS515069,SRR1140752,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,8-16,8-16,4-8,1-2,0.6-1.2,,8-16,,1.2-2.5,0.25-0.5,<0.5,,.12-0.25,0.06-.12,,,,,,,,ILLUMINA,1408936.0,Mycobacterium tuberculosis UT0058,2014-01-23 04:35:50,2014-01-23 04:32:06,"SRR1049632,SRR1049631,SRR1062903,SRR1140752",4,nan
SAMN02381014,SRS515071,SRR1049633,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,<0.12,<0.12,2-4,<0.25,0.3-0.6,,4-8,,1.2-2.5,0.5-1,<0.5,,<0.12,0.06-.12,,,,,,,,ILLUMINA,1408937.0,Mycobacterium tuberculosis UT0059,2016-11-22 01:43:18,2013-12-13 17:35:08,"SRR1049633,SRR1049634,SRR1062904,SRR1140590",4,nan
SAMN02381014,SRS515071,SRR1049634,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,<0.12,<0.12,2-4,<0.25,0.3-0.6,,4-8,,1.2-2.5,0.5-1,<0.5,,<0.12,0.06-.12,,,,,,,,ILLUMINA,1408937.0,Mycobacterium tuberculosis UT0059,2013-12-15 22:55:30,2013-12-13 17:35:08,"SRR1049633,SRR1049634,SRR1062904,SRR1140590",4,nan
SAMN02381014,SRS515071,SRR1062904,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,<0.12,<0.12,2-4,<0.25,0.3-0.6,,4-8,,1.2-2.5,0.5-1,<0.5,,<0.12,0.06-.12,,,,,,,,ILLUMINA,1408937.0,Mycobacterium tuberculosis UT0059,2013-12-27 20:48:38,2013-12-27 20:43:07,"SRR1049633,SRR1049634,SRR1062904,SRR1140590",4,nan
SAMN02381014,SRS515071,SRR1140590,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,<0.12,<0.12,2-4,<0.25,0.3-0.6,,4-8,,1.2-2.5,0.5-1,<0.5,,<0.12,0.06-.12,,,,,,,,ILLUMINA,1408937.0,Mycobacterium tuberculosis UT0059,2014-01-23 04:04:43,2014-01-23 03:52:33,"SRR1049633,SRR1049634,SRR1062904,SRR1140590",4,nan
SAMN02381015,SRS515070,SRR1049636,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,0.03-0.06,.12-0.25,<0.12,<0.5,<0.25,1.2-2.5,,8-16,,1.2-2.5,0.5-1,<0.5,,.12-0.25,0.12-0.25,,,,,,,,ILLUMINA,1408938.0,Mycobacterium tuberculosis UT0060,2013-12-15 22:55:27,2013-12-13 17:35:09,"SRR1049636,SRR1062905,SRR1140637,SRR1049635",4,nan
SAMN02381015,SRS515070,SRR1062905,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,0.03-0.06,.12-0.25,<0.12,<0.5,<0.25,1.2-2.5,,8-16,,1.2-2.5,0.5-1,<0.5,,.12-0.25,0.12-0.25,,,,,,,,ILLUMINA,1408938.0,Mycobacterium tuberculosis UT0060,2013-12-27 20:48:42,2013-12-27 20:47:03,"SRR1049636,SRR1062905,SRR1140637,SRR1049635",4,nan
SAMN02381015,SRS515070,SRR1140637,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,0.03-0.06,.12-0.25,<0.12,<0.5,<0.25,1.2-2.5,,8-16,,1.2-2.5,0.5-1,<0.5,,.12-0.25,0.12-0.25,,,,,,,,ILLUMINA,1408938.0,Mycobacterium tuberculosis UT0060,2014-01-23 04:27:15,2014-01-23 04:25:06,"SRR1049636,SRR1062905,SRR1140637,SRR1049635",4,nan
SAMN02381015,SRS515070,SRR1049635,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,0.03-0.06,.12-0.25,<0.12,<0.5,<0.25,1.2-2.5,,8-16,,1.2-2.5,0.5-1,<0.5,,.12-0.25,0.12-0.25,,,,,,,,ILLUMINA,1408938.0,Mycobacterium tuberculosis UT0060,2013-12-15 22:55:21,2013-12-13 17:35:09,"SRR1049636,SRR1062905,SRR1140637,SRR1049635",4,nan
SAMN02381016,SRS515072,SRR1049637,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,8-16,4-8,8-16,1-2,5-10,,8-16,,1.2-2.5,0.5-1,1-2,,0.25-0.5,.25-.5,,,,,,,,ILLUMINA,1408939.0,Mycobacterium tuberculosis UT0067,2016-11-22 01:43:56,2013-12-13 17:35:11,"SRR1049637,SRR1062906,SRR1140710,SRR1049638",4,nan
SAMN02381016,SRS515072,SRR1062906,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,8-16,4-8,8-16,1-2,5-10,,8-16,,1.2-2.5,0.5-1,1-2,,0.25-0.5,.25-.5,,,,,,,,ILLUMINA,1408939.0,Mycobacterium tuberculosis UT0067,2013-12-27 20:49:47,2013-12-27 20:48:03,"SRR1049637,SRR1062906,SRR1140710,SRR1049638",4,nan
SAMN02381016,SRS515072,SRR1140710,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,8-16,4-8,8-16,1-2,5-10,,8-16,,1.2-2.5,0.5-1,1-2,,0.25-0.5,.25-.5,,,,,,,,ILLUMINA,1408939.0,Mycobacterium tuberculosis UT0067,2014-01-23 04:31:01,2014-01-23 04:29:03,"SRR1049637,SRR1062906,SRR1140710,SRR1049638",4,nan
SAMN02381016,SRS515072,SRR1049638,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,8-16,4-8,8-16,1-2,5-10,,8-16,,1.2-2.5,0.5-1,1-2,,0.25-0.5,.25-.5,,,,,,,,ILLUMINA,1408939.0,Mycobacterium tuberculosis UT0067,2013-12-15 22:54:38,2013-12-13 17:35:11,"SRR1049637,SRR1062906,SRR1140710,SRR1049638",4,nan
SAMN02381017,SRS515073,SRR1062907,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,<0.03,<0.12,<0.12,0.5-1,<0.25,0.3-0.6,,2-4,,1.2-2.5,0.5-1,<0.5,,.12-0.25,0.06-.12,,,,,,,,ILLUMINA,1408940.0,Mycobacterium tuberculosis UT0069,2013-12-27 20:49:36,2013-12-27 20:48:03,"SRR1062907,SRR1049640,SRR1049639,SRR1140693",4,nan
SAMN02381017,SRS515073,SRR1049640,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,<0.03,<0.12,<0.12,0.5-1,<0.25,0.3-0.6,,2-4,,1.2-2.5,0.5-1,<0.5,,.12-0.25,0.06-.12,,,,,,,,ILLUMINA,1408940.0,Mycobacterium tuberculosis UT0069,2013-12-15 22:56:23,2013-12-13 17:35:12,"SRR1062907,SRR1049640,SRR1049639,SRR1140693",4,nan
SAMN02381017,SRS515073,SRR1049639,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,<0.03,<0.12,<0.12,0.5-1,<0.25,0.3-0.6,,2-4,,1.2-2.5,0.5-1,<0.5,,.12-0.25,0.06-.12,,,,,,,,ILLUMINA,1408940.0,Mycobacterium tuberculosis UT0069,2013-12-15 22:56:15,2013-12-13 17:35:12,"SRR1062907,SRR1049640,SRR1049639,SRR1140693",4,nan
SAMN02381017,SRS515073,SRR1140693,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,<0.03,<0.12,<0.12,0.5-1,<0.25,0.3-0.6,,2-4,,1.2-2.5,0.5-1,<0.5,,.12-0.25,0.06-.12,,,,,,,,ILLUMINA,1408940.0,Mycobacterium tuberculosis UT0069,2014-01-23 04:30:55,2014-01-23 04:28:09,"SRR1062907,SRR1049640,SRR1049639,SRR1140693",4,nan
SAMN02381018,SRS515074,SRR1140683,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,.12-0.25,<0.12,0.5-1,0.5-1,0.6-1.2,,8-16,,1.2-2.5,0.5-1,<0.5,,0.25-0.5,0.12-0.25,,,,,,,,ILLUMINA,1408941.0,Mycobacterium tuberculosis UT0070,2014-01-23 04:29:53,2014-01-23 04:27:15,"SRR1140683,SRR1049642,SRR1062908,SRR1049641",4,nan
SAMN02381018,SRS515074,SRR1049642,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,.12-0.25,<0.12,0.5-1,0.5-1,0.6-1.2,,8-16,,1.2-2.5,0.5-1,<0.5,,0.25-0.5,0.12-0.25,,,,,,,,ILLUMINA,1408941.0,Mycobacterium tuberculosis UT0070,2016-11-22 01:46:48,2013-12-13 17:35:13,"SRR1140683,SRR1049642,SRR1062908,SRR1049641",4,nan
SAMN02381018,SRS515074,SRR1062908,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,.12-0.25,<0.12,0.5-1,0.5-1,0.6-1.2,,8-16,,1.2-2.5,0.5-1,<0.5,,0.25-0.5,0.12-0.25,,,,,,,,ILLUMINA,1408941.0,Mycobacterium tuberculosis UT0070,2013-12-27 20:49:40,2013-12-27 20:48:04,"SRR1140683,SRR1049642,SRR1062908,SRR1049641",4,nan
SAMN02381018,SRS515074,SRR1049641,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,.12-0.25,<0.12,0.5-1,0.5-1,0.6-1.2,,8-16,,1.2-2.5,0.5-1,<0.5,,0.25-0.5,0.12-0.25,,,,,,,,ILLUMINA,1408941.0,Mycobacterium tuberculosis UT0070,2013-12-15 22:56:25,2013-12-13 17:35:13,"SRR1140683,SRR1049642,SRR1062908,SRR1049641",4,nan
SAMN02381019,SRS515075,SRR1140658,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,<0.12,<0.12,0.5-1,<0.25,0.3-0.6,,1-2,,0.6-1.2,0.5-1,<0.5,,.12-0.25,0.06-.12,,,,,,,,ILLUMINA,1408942.0,Mycobacterium tuberculosis UT0071,2014-01-23 04:29:08,2014-01-23 04:26:07,"SRR1140658,SRR1049644,SRR1062909,SRR1049645",4,nan
SAMN02381019,SRS515075,SRR1049644,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,<0.12,<0.12,0.5-1,<0.25,0.3-0.6,,1-2,,0.6-1.2,0.5-1,<0.5,,.12-0.25,0.06-.12,,,,,,,,ILLUMINA,1408942.0,Mycobacterium tuberculosis UT0071,2016-11-22 01:50:45,2013-12-13 17:36:03,"SRR1140658,SRR1049644,SRR1062909,SRR1049645",4,nan
SAMN02381019,SRS515075,SRR1062909,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,<0.12,<0.12,0.5-1,<0.25,0.3-0.6,,1-2,,0.6-1.2,0.5-1,<0.5,,.12-0.25,0.06-.12,,,,,,,,ILLUMINA,1408942.0,Mycobacterium tuberculosis UT0071,2013-12-27 20:49:38,2013-12-27 20:48:05,"SRR1140658,SRR1049644,SRR1062909,SRR1049645",4,nan
SAMN02381019,SRS515075,SRR1049645,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,2-4,<0.12,<0.12,0.5-1,<0.25,0.3-0.6,,1-2,,0.6-1.2,0.5-1,<0.5,,.12-0.25,0.06-.12,,,,,,,,ILLUMINA,1408942.0,Mycobacterium tuberculosis UT0071,2016-11-22 01:49:21,2013-12-13 17:36:03,"SRR1140658,SRR1049644,SRR1062909,SRR1049645",4,nan
SAMN02381020,SRS515076,SRR1049666,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,0.25-0.5,<0.12,<0.12,1-2,0.25-0.5,20-40,,4-8,,2.5-5,0.5-1,<0.5,,.12-0.25,0.12-0.25,,,,,,,,ILLUMINA,1408943.0,Mycobacterium tuberculosis UT0075,2013-12-15 22:55:14,2013-12-13 17:40:09,"SRR1049666,SRR1049667,SRR1062910,SRR1140640",4,nan
SAMN02381020,SRS515076,SRR1049667,Uganda,PATRIC_20191206,"Masan, Korea or Kampala, Uganda","Lee Antimicrobial Agents and Chemotherapy, 2014",24100497.0,7H10,0.25-0.5,<0.12,<0.12,1-2,0.25-0.5,20-40,,4-8,,2.5-5,0.5-1,<0.5,,.12-0.25,0.12-0.25,,,,,,,,ILLUMINA,1408943.0,Mycobacterium tuberculosis UT0075,2013-12-15 22:55:14,2013-12-13 17:40:08,"SRR1049666,SRR1049667,SRR1062910,SRR1140640",4,nan
