BioSample,Sample,Run,ISOLATION_LOCATION,DB_OF_ORIGIN,TESTING_LOCATION,STUDY_NAME,STUDY_PMID,MEDIA,INH,RIF,RFB,EMB,STM,ETH,CIP,CYS,CAP,KAN,OFX,PAS,PZA,AMI,MXF,PRO,CFZ,LEV,CLAR,GATI,AMOXCLAV,LZD,Platform,TaxID,ScientificName,LoadDate,ReleaseDate,Combined_Runs,Num_Runs,TDR_Sample
SAMEA3231719,ERS652941,ERR760788,,PATRIC_20191206,Not specified in paper,Eldholm Nat Comm 2015,25960343.0,7H9,,,,,,2.5,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-02-19 09:17:38,2015-02-19 08:25:58,ERR760788,1,nan
SAMEA3231720,ERS652942,ERR760789,,PATRIC_20191206,Not specified in paper,Eldholm Nat Comm 2015,25960343.0,7H9,,,,,,<1.25,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-02-19 09:17:36,2015-02-19 08:26:01,ERR760789,1,nan
SAMEA3231721,ERS652943,ERR760790,,PATRIC_20191206,Not specified in paper,Eldholm Nat Comm 2015,25960343.0,7H9,,,,,,<1.25,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-02-19 09:17:56,2015-02-19 08:25:58,ERR760790,1,nan
SAMEA3231722,ERS652944,ERR760791,,PATRIC_20191206,Not specified in paper,Eldholm Nat Comm 2015,25960343.0,7H9,,,,,,2.5,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-02-19 09:16:51,2015-02-19 08:26:01,ERR760791,1,nan
SAMEA3231724,ERS652946,ERR760793,,PATRIC_20191206,Not specified in paper,Eldholm Nat Comm 2015,25960343.0,7H9,,,,,,<1.25,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-02-19 08:27:33,2015-02-19 08:25:58,ERR760793,1,nan
SAMEA3231726,ERS652948,ERR760795,,PATRIC_20191206,Not specified in paper,Eldholm Nat Comm 2015,25960343.0,7H9,,,,,,10,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-02-19 09:30:17,2015-02-19 08:25:58,ERR760795,1,nan
SAMEA3231727,ERS652949,ERR760796,,PATRIC_20191206,Not specified in paper,Eldholm Nat Comm 2015,25960343.0,7H9,,,,,,<1.25,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-02-19 09:15:33,2015-02-19 08:25:59,ERR760796,1,nan
SAMEA3231729,ERS652951,ERR760798,,PATRIC_20191206,Not specified in paper,Eldholm Nat Comm 2015,25960343.0,7H9,,,,,,2.5,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-02-19 09:17:29,2015-02-19 08:25:59,ERR760798,1,nan
SAMEA3231730,ERS652952,ERR762353,,PATRIC_20191206,Not specified in paper,Eldholm Nat Comm 2015,25960343.0,7H9,,,,,,<1.25,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-02-19 08:32:49,2015-02-19 08:28:04,ERR762353,1,nan
SAMEA3231731,ERS652953,ERR760799,,PATRIC_20191206,Not specified in paper,Eldholm Nat Comm 2015,25960343.0,7H9,,,,,,<1.25,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-02-19 09:15:49,2015-02-19 08:26:01,ERR760799,1,nan
SAMEA3231732,ERS652954,ERR760800,,PATRIC_20191206,Not specified in paper,Eldholm Nat Comm 2015,25960343.0,7H9,,,,,,<1.25,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-02-19 08:28:43,2015-02-19 08:25:59,ERR760800,1,nan
SAMEA3231735,ERS652957,ERR760803,,PATRIC_20191206,Not specified in paper,Eldholm Nat Comm 2015,25960343.0,7H9,,,,,,<1.25,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-02-19 08:29:20,2015-02-19 08:26:01,ERR760803,1,nan
SAMEA3231736,ERS652958,ERR760888,,PATRIC_20191206,Not specified in paper,Eldholm Nat Comm 2015,25960343.0,7H9,,,,,,5,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-02-19 08:42:15,2015-02-19 08:27:52,ERR760888,1,nan
SAMEA3231772,ERS652994,ERR760924,,PATRIC_20191206,Not specified in paper,Eldholm Nat Comm 2015,25960343.0,7H9,,,,,,<1.25,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-02-19 08:31:32,2015-02-19 08:27:51,ERR760924,1,nan
SAMEA3392614,ERS2401078,ERR2516400,Peru,farhat_internal,MSLI,,,7H10,>5,>1,,>5,>10,4-5,<=1,7.5-15,2-4,>14,<=0.25,0.5-1,>100,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:15:19,2018-09-25 09:23:40,ERR2516400,1,nan
SAMEA3392615,ERS2401079,ERR2516401,Netherlands,farhat_internal,RIVM,,,7H10,>20,>5,,2-5,<=1,,0.5-1,20-50,,,,<=1,,<=1,,2-5,0.5-1,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:15:50,2018-09-25 09:23:40,ERR2516401,1,nan
SAMEA3392617,ERS2401080,ERR2516402,Netherlands,farhat_internal,RIVM,,,7H10,0.1-0.5,>5,,2-5,<=1,,,,,,,<=1,,2-5,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:14:21,2018-09-25 09:23:40,ERR2516402,1,nan
SAMEA3392618,ERS2401081,ERR2516403,Netherlands,farhat_internal,RIVM,,,7H10,10-20,1-2,,5-10,10-20,,0.5-1,1-5,,,,<=1,20-50,1-2,,1-2,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:17:49,2018-09-25 09:23:40,ERR2516403,1,nan
SAMEA3392621,ERS2401084,ERR2516406,Netherlands,farhat_internal,RIVM,,,7H10,5-10,>5,,1-2,5-10,,0.5-1,10-20,,,,<=1,,2-5,,1-2,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:20:10,2018-09-25 09:23:40,ERR2516406,1,nan
SAMEA3392622,ERS2401085,ERR2516407,Netherlands,farhat_internal,RIVM,,,7H10,3-5,>5,,2-5,1-2,,0.5-1,5-10,,,,<=1,>100,1-2,,0.5-1,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:20:20,2018-09-25 09:28:44,ERR2516407,1,nan
SAMEA3392623,ERS2401086,ERR2516408,Peru,farhat_internal,MSLI,,,7H10,>5,>1,,>5,>10,>14,<=1,7.5-15,2-4,>14,0.25-0.5,0.5-1,>100,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:14:25,2018-09-25 09:28:44,ERR2516408,1,nan
SAMEA3392624,ERS2401087,ERR2516409,Peru,farhat_internal,MSLI,,,7H10,1-5,>1,,>5,2-10,>10,>1,<=5,<=10,<=5,2-4,<=1,>100,<=4,0.5-1,,,>1,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:13:05,2018-09-25 09:28:44,ERR2516409,1,nan
SAMEA3392625,ERS2401088,ERR2516410,Netherlands,farhat_internal,RIVM,,,7H10,>20,>5,,2-5,>20,,0.5-1,10-20,,,,>1,10-20,1-2,,1-2,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:17:24,2018-09-25 09:28:44,ERR2516410,1,nan
SAMEA3392626,ERS2401089,ERR2516411,Netherlands,farhat_internal,RIVM,,,7H10,5-10,>5,,5-10,5-10,,1-2,5-10,,,,<=1,20-50,1-2,,0.5-1,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:15:45,2018-09-25 09:28:44,ERR2516411,1,nan
SAMEA3392627,ERS2401090,ERR2516412,Peru,farhat_internal,MSLI,,,7H10,>5,>1,,>5,<=2,>14,>2,7.5-15,<=1,2-3,3-4,>8,<=100,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2022-07-19 15:31:27,2018-09-25 09:28:44,ERR2516412,1,nan
SAMEA3392628,ERS2401091,ERR2516413,Netherlands,farhat_internal,RIVM,,,7H10,3-5,>5,,5-10,10-20,,0.5-1,10-20,,,,<=1,<=10,1-2,,0.5-1,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:18:51,2018-09-25 09:28:44,ERR2516413,1,nan
SAMEA3392629,ERS2401092,ERR2516414,Peru,farhat_internal,MSLI,,,7H10,>5,>1,,>5,2-10,<=10,<=2,<=5,<=10,>5,,,>100,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:15:12,2018-09-25 09:28:44,ERR2516414,1,nan
SAMEA3392630,ERS2401093,ERR2516415,Netherlands,farhat_internal,RIVM,,,7H10,>20,>5,,1-2,<=1,,0.5-1,10-20,,,,<=1,,<=1,,0.5-1,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2022-07-20 01:21:54,2018-09-25 09:28:44,ERR2516415,1,nan
SAMEA3392632,ERS2401095,ERR2516417,Netherlands,farhat_internal,RIVM,,,7H10,3-5,>5,,10-20,5-10,,<=1,20-50,,,,<=1,100-300,<=1,,<=1,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:19:05,2018-09-25 09:28:44,ERR2516417,1,nan
SAMEA3392634,ERS2401097,ERR2516419,Netherlands,farhat_internal,RIVM,,,7H10,3-5,>5,,2-5,>20,,0.5-1,5-10,,,,<=1,20-50,1-2,,0.5-1,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:13:53,2018-09-25 09:28:44,ERR2516419,1,nan
SAMEA3392635,ERS2401098,ERR2516420,Peru,farhat_internal,MSLI,,,7H10,<=0.2,<=1,,<=5,<=2,<=10,<=1,<=5,<=10,<=5,,,<=100,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2022-07-23 23:39:15,2018-09-25 09:28:44,ERR2516420,1,nan
SAMEA3392665,ERS2401099,ERR2516421,Netherlands,farhat_internal,RIVM,,,7H10,1-2,>5,,<=1,>20,,0.5-1,5-10,,,,<=1,<=10,<=1,,0.5-1,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:16:35,2018-09-25 09:28:44,ERR2516421,1,nan
SAMEA3392667,ERS2401101,ERR2516423,Netherlands,farhat_internal,RIVM,,,7H10,5-10,2-5,,1-2,10-20,,0.5-1,10-20,,,,<=1,20-50,>20,,0.5-1,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:19:14,2018-09-25 09:28:44,ERR2516423,1,nan
SAMEA3392670,ERS2401104,ERR2516426,Netherlands,farhat_internal,RIVM,,,7H10,1-2,2-5,,2-5,<=1,,0.5-1,10-20,,,,<=1,<=10,2-5,,1-2,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:16:44,2018-09-25 09:28:44,ERR2516426,1,nan
SAMEA3392672,ERS2401106,ERR2516428,Peru,farhat_internal,MSLI,,,7H10,<=0.2,<=1,,<=5,<=2,<=10,<=1,<=5,<=10,<=5,,,<=100,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:14:03,2018-09-25 09:28:44,ERR2516428,1,nan
SAMEA3392674,ERS2401108,ERR2516430,Peru,farhat_internal,MSLI,,,7H10,>5,>1,<=2,<=5,>10,<=10,>2,<=5,<=10,>5,4-6,<=1,>100,>4,1-4,,,>1,s,>2,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:13:30,2018-09-25 09:28:44,ERR2516430,1,nan
SAMEA3392675,ERS2401109,ERR2516431,Peru,farhat_internal,MSLI,,,7H10,>5,>1,,>5,2-10,>14,>1,15-30,20-32,4-5,>6,>8,>100,<=4,,,,>1,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:16:59,2018-09-25 09:28:44,ERR2516431,1,nan
SAMEA3393044,ERS2401110,ERR2516432,Netherlands,farhat_internal,RIVM,,,7H10,3-5,>5,,5-10,10-20,,0.5-1,10-20,,,,<=1,,2-5,,0.5-1,0.5-1,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:19:27,2018-09-25 09:28:44,ERR2516432,1,nan
SAMEA3393045,ERS2401111,ERR2516433,Peru,farhat_internal,MSLI,,,7H10,<=0.2,<=1,,<=5,2-10,<=10,<=1,<=5,<=10,<=5,,,<=100,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:17:28,2018-09-25 09:28:45,ERR2516433,1,nan
SAMEA3393047,ERS2401113,ERR2516435,Netherlands,farhat_internal,RIVM,,,7H10,5-10,>5,,5-10,>20,,0.5-1,10-20,,,,<=1,,1-2,,1-2,0.5-1,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:14:07,2018-09-25 09:28:45,ERR2516435,1,nan
SAMEA3393048,ERS2401114,ERR2516436,Peru,farhat_internal,MSLI,,,7H10,<=0.2,<=1,,<=5,<=2,<=10,<=1,<=5,<=10,<=5,,,<=100,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:17:00,2018-09-25 09:28:45,ERR2516436,1,nan
SAMEA3393050,ERS2401116,ERR2516438,Netherlands,farhat_internal,RIVM,,,7H10,>0.4,>1,,,,,,,5-20,,,,,>20,<=0.125,1-2,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2022-07-22 13:43:05,2018-09-25 09:28:45,ERR2516438,1,nan
SAMEA3393051,ERS2401117,ERR2516439,Netherlands,farhat_internal,RIVM,,,7H10,0.5-1,>5,,5-10,<=1,,0.5-1,5-10,,,,<=1,,2-5,,0.5-1,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:18:00,2018-09-25 09:28:45,ERR2516439,1,nan
SAMEA3393052,ERS2401118,ERR2516440,Peru,farhat_internal,MSLI,,,7H10,>5,>1,,>5,2-10,<=10,<=1,<=5,<=10,<=5,,,>100,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:16:47,2018-09-25 09:28:45,ERR2516440,1,nan
SAMEA3400982,ERS2401122,ERR2516444,Netherlands,farhat_internal,RIVM,,,7H10,3-5,>5,,2-5,<=1,,1-2,5-10,,,,<=1,,1-2,,1-2,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:16:10,2018-09-25 09:28:45,ERR2516444,1,nan
SAMEA3400983,ERS2401123,ERR2516445,Netherlands,farhat_internal,RIVM,,,7H10,5-10,>5,,2-5,>20,,0.5-1,10-20,,,,<=1,10-20,2-5,,1-2,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2022-07-14 06:43:05,2018-09-25 09:28:45,ERR2516445,1,nan
SAMEA3400984,ERS2401124,ERR2516446,Peru,farhat_internal,MSLI,,,7H10,<=0.2,<=1,,<=5,<=2,<=10,<=1,<=5,<=10,<=5,,,<=100,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:18:41,2018-09-25 09:28:45,ERR2516446,1,nan
SAMEA3400985,ERS2401125,ERR2516447,Netherlands,farhat_internal,RIVM,,,7H10,3-5,>5,,10-20,>20,,0.5-1,10-20,,,,<=1,>100,1-2,,0.5-1,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2022-07-23 23:39:42,2018-09-25 09:28:45,ERR2516447,1,nan
SAMEA3400986,ERS2401126,ERR2516448,Netherlands,farhat_internal,RIVM,,,7H10,3-5,>5,,1-2,2-5,,0.5-1,10-20,,,,<=1,20-50,1-2,,0.5-1,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2022-07-17 11:04:35,2018-09-25 09:28:45,ERR2516448,1,nan
SAMEA3400987,ERS2401127,ERR2516449,Netherlands,farhat_internal,RIVM,,,7H10,>20,>5,,5-10,>20,,0.5-1,5-10,,,,<=1,<=10,1-2,,0.5-1,0.5-1,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:14:15,2018-09-25 09:28:45,ERR2516449,1,nan
SAMEA3400988,ERS2401128,ERR2516450,Peru,farhat_internal,MSLI,,,7H10,<=0.2,<=1,,<=5,<=2,<=10,<=1,<=5,<=10,<=5,,,<=100,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:17:42,2018-09-25 09:28:45,ERR2516450,1,nan
SAMEA3400989,ERS2401129,ERR2516451,Peru,farhat_internal,MSLI,,,7H10,>5,>1,,>5,>10,>10,<=1,<=5,>10,>5,,,<=100,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:14:15,2018-09-25 09:28:45,ERR2516451,1,nan
SAMEA3400990,ERS2401130,ERR2516452,Peru,farhat_internal,MSLI,,,7H10,0.2-1,<=1,,<=5,2-10,<=1,<=1,15-30,2-4,5-7,<=0.25,4-6,<=100,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:19:39,2018-09-25 09:28:45,ERR2516452,1,nan
SAMEA3400991,ERS2401131,ERR2516453,Netherlands,farhat_internal,RIVM,,,7H10,0.5-1,>5,,5-10,>20,,2-4,5-10,,,,<=1,,>20,,10-20,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:16:44,2018-09-25 09:28:45,ERR2516453,1,nan
SAMEA3400992,ERS2401132,ERR2516454,Netherlands,farhat_internal,RIVM,,,7H10,>20,>5,,<=1,<=1,,0.5-1,10-20,,,,<=1,,<=1,,1-2,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:13:36,2018-09-25 09:28:45,ERR2516454,1,nan
SAMEA3400994,ERS2401134,ERR2516456,Peru,farhat_internal,MSLI,,,7H10,<=0.2,<=1,,<=5,<=2,<=10,<=1,<=5,<=10,<=5,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:16:52,2018-09-25 09:28:45,ERR2516456,1,nan
SAMEA3400995,ERS2401135,ERR2516457,Peru,farhat_internal,MSLI,,,7H10,>5,>50,>2.5,>15,<=0.5,5-6,>1,15-30,10-15,>100,0.5-1,1-2,25-50,>100,2-4,,,<=1,,,,<=0.25,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:16:25,2018-09-25 09:28:45,ERR2516457,1,nan
SAMEA3401009,ERS2401137,ERR2516459,Netherlands,farhat_internal,RIVM,,,7H10,5-10,1-2,,5-10,>20,,<=1,20-50,,,,<=1,100-300,<=1,,<=1,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:20:08,2018-09-25 09:28:45,ERR2516459,1,nan
SAMEA3401011,ERS2401139,ERR2516461,Netherlands,farhat_internal,RIVM,,,7H10,3-5,>5,,2-5,2-5,,0.5-1,5-10,,,,>1,<=10,1-2,,2-5,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2022-07-22 15:59:43,2018-09-25 09:28:45,ERR2516461,1,nan
SAMEA3401012,ERS2401140,ERR2516462,Peru,farhat_internal,MSLI,,,7H10,>5,>1,,>5,2-10,>14,<=1,7.5-15,4-8,2-3,0.25-0.5,>8,>100,<=4,,,,<=1,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:20:03,2018-09-25 09:28:45,ERR2516462,1,nan
SAMEA3401015,ERS2401143,ERR2516465,Peru,farhat_internal,MSLI,,,7H10,1-5,>1,<=2,<=5,<=2,>10,<=1,<=5,<=10,<=5,,<=1,>100,<=4,,,,<=1,s,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2022-07-13 11:00:58,2018-09-25 09:28:45,ERR2516465,1,nan
SAMEA3401488,ERS2401144,ERR2516466,Netherlands,farhat_internal,RIVM,,,7H10,>20,>5,,1-2,>20,,0.5-1,5-10,,,,<=1,,<=1,,0.5-1,0.5-1,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:15:43,2018-09-25 09:28:45,ERR2516466,1,nan
SAMEA3401490,ERS2401146,ERR2516468,Netherlands,farhat_internal,RIVM,,,7H10,1-2,>5,,5-10,>20,,0.5-1,5-10,,,,<=1,10-20,1-2,,0.5-1,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2022-07-13 21:38:16,2018-09-25 09:28:45,ERR2516468,1,nan
SAMEA3401491,ERS2401147,ERR2516469,Peru,farhat_internal,MSLI,,,7H10,<=0.2,<=1,,<=5,<=2,<=10,<=1,<=5,<=10,<=5,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2022-07-17 07:00:37,2018-09-25 09:28:45,ERR2516469,1,nan
SAMEA3401492,ERS2401148,ERR2516470,Netherlands,farhat_internal,RIVM,,,7H10,0.1-0.5,>5,,2-5,1-2,,,,,,,<=1,,2-5,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2022-07-23 23:40:50,2018-09-25 09:28:45,ERR2516470,1,nan
SAMEA3401493,ERS2401149,ERR2516471,Netherlands,farhat_internal,RIVM,,,7H10,2-3,>5,,2-5,2-5,,0.5-1,5-10,,,,<=1,,2-5,,1-2,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:20:08,2018-09-25 09:28:45,ERR2516471,1,nan
SAMEA3401495,ERS2401151,ERR2516473,Netherlands,farhat_internal,RIVM,,,7H10,3-5,>5,,5-10,>20,,0.5-1,5-10,,,,<=1,>100,2-5,,0.5-1,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:17:15,2018-09-25 09:28:45,ERR2516473,1,nan
SAMEA3401665,ERS2401152,ERR2516474,Netherlands,farhat_internal,RIVM,,,7H10,5-10,>5,,5-10,>20,,0.5-1,5-10,,,,<=1,20-50,<=1,,1-2,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:17:01,2018-09-25 09:28:45,ERR2516474,1,nan
SAMEA3401667,ERS2401154,ERR2516476,Peru,farhat_internal,MSLI,,,7H10,>5,>1,,>5,>10,3-4,>1,7.5-15,>32,>14,2-3,0.5-1,<=100,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:19:36,2018-09-25 09:28:45,ERR2516476,1,nan
SAMEA3401668,ERS2401155,ERR2516477,Netherlands,farhat_internal,RIVM,,,7H10,>20,>5,,1-2,1-2,,1-2,10-20,,,,<=1,>100,1-2,,1-2,1-2,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:16:49,2018-09-25 09:28:45,ERR2516477,1,nan
SAMEA3401670,ERS2401157,ERR2516479,Peru,farhat_internal,MSLI,,,7H10,>5,>1,,>5,2-10,<=10,<=1,<=5,<=10,<=5,,,<=100,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:16:41,2018-09-25 09:28:45,ERR2516479,1,nan
SAMEA3401672,ERS2401159,ERR2516481,Peru,farhat_internal,MSLI,,,7H10,<=0.2,<=1,,<=5,<=2,<=10,<=1,<=5,<=10,<=5,,,<=100,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2022-07-21 11:58:00,2018-09-25 09:28:45,ERR2516481,1,nan
SAMEA3401674,ERS2401161,ERR2516483,Peru,farhat_internal,MSLI,,,7H10,0.2-1,,,>5,2-10,<=10,<=2,<=5,<=10,<=5,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:14:16,2018-09-25 09:28:45,ERR2516483,1,nan
SAMEA3401675,ERS2401162,ERR2516484,Netherlands,farhat_internal,RIVM,,,7H10,3-5,>5,,2-5,<=1,,<=0.5,<=1,,,,<=1,<=10,1-2,,0.5-1,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:18:20,2018-09-25 09:28:45,ERR2516484,1,nan
SAMEA3401924,ERS2401163,ERR2516485,Peru,farhat_internal,MSLI,,,7H10,>5,>50,0.25-0.5,>15,<=0.5,2.5-5,>1,<=5,<=1,<=1.25,>10,<=1,50-100,<=1.25,4-6,,,>1,,,,<=0.25,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:19:11,2018-09-25 09:28:45,ERR2516485,1,nan
SAMEA3401926,ERS2401165,ERR2516487,Peru,farhat_internal,MSLI,,,7H10,<=0.2,<=1,,<=5,<=2,<=10,<=1,<=5,<=10,<=5,,,<=100,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:17:24,2018-09-25 09:28:45,ERR2516487,1,nan
SAMEA3401928,ERS2401167,ERR2516489,Netherlands,farhat_internal,RIVM,,,7H10,5-10,>5,,1-2,>20,,,,,,,<=1,10-20,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2022-07-19 15:30:30,2018-09-25 09:28:45,ERR2516489,1,nan
SAMEA3401929,ERS2401168,ERR2516490,Peru,farhat_internal,MSLI,,,7H10,>5,>1,,>5,<=2,<=10,<=2,<=5,<=10,>5,,,>100,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:16:32,2018-09-25 09:28:45,ERR2516490,1,nan
SAMEA3401930,ERS2401169,ERR2516491,Peru,farhat_internal,MSLI,,,7H10,>5,>1,,>5,<=2,7-10,>1,15-30,2-4,5-7,>6,0.5-1,>100,<=4,,,,>1,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:17:17,2018-09-25 09:28:45,ERR2516491,1,nan
SAMEA3401931,ERS2401170,ERR2516492,Peru,farhat_internal,MSLI,,,7H10,>5,>1,,>5,>10,>14,<=1,15-30,16-20,>14,0.5-1,>8,>100,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:16:12,2018-09-25 09:28:45,ERR2516492,1,nan
SAMEA3401932,ERS2401171,ERR2516493,Peru,farhat_internal,MSLI,,,7H10,>5,>1,,>5,2-10,10-14,<=1,7.5-15,1-2,4-5,<=0.25,<=0.25,>100,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:15:35,2018-09-25 09:28:46,ERR2516493,1,nan
SAMEA3401933,ERS2401172,ERR2516494,Netherlands,farhat_internal,RIVM,,,7H10,0.1-0.5,>5,,2-5,<=1,,0.5-1,5-10,,,,<=1,>100,1-2,,1-2,<=0.5,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2022-07-29 21:05:45,2018-09-25 09:28:46,ERR2516494,1,nan
SAMEA3401963,ERS2401176,ERR2516498,Netherlands,farhat_internal,RIVM,,,7H10,>20,>5,,1-2,<=1,,,,,,,<=1,<=10,2-5,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2021-10-23 19:17:18,2018-09-25 09:28:46,ERR2516498,1,nan
