name,drug_code,range,plate,Medium
SAMEA8741193,EMB,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA8741193,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741193,LFX,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741193,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741193,MXF,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741193,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741194,BDQ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741194,INH,"[0.05,0.05]",UKMYC6,UKMYC6
SAMEA8741194,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741194,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741194,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA8741194,MXF,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741194,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741196,AMK,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741196,BDQ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741196,DLM,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA8741196,EMB,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA8741196,ETO,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741196,KAN,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA8741196,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741196,LZD,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA8741196,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA8741196,MXF,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741196,RIF,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA8741197,AMK,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741197,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741197,CFZ,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA8741197,DLM,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA8741197,EMB,"[8.0,8.0]",UKMYC6,UKMYC6
SAMEA8741197,ETO,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA8741197,INH,"[12.8,12.8]",UKMYC6,UKMYC6
SAMEA8741197,KAN,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA8741197,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741197,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741197,MB,"(2,)",UKMYC6,UKMYC6
SAMEA8741197,MXF,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741197,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA8741198,AMK,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741198,BDQ,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA8741198,KAN,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA8741198,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741198,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA8741198,MXF,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741198,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741199,AMK,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741199,BDQ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741199,INH,"[0.05,0.05]",UKMYC6,UKMYC6
SAMEA8741199,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741199,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741199,LZD,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA8741199,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA8741200,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA8741200,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741200,CFZ,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA8741200,DLM,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741200,EMB,"[8.0,8.0]",UKMYC6,UKMYC6
SAMEA8741200,ETO,"(8,)",UKMYC6,UKMYC6
SAMEA8741200,INH,"(12.8,)",UKMYC6,UKMYC6
SAMEA8741200,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741200,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741200,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741200,MB,"(2,)",UKMYC6,UKMYC6
SAMEA8741200,MXF,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741200,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA8741201,AMK,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741201,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741201,CFZ,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA8741201,ETO,"(8,)",UKMYC6,UKMYC6
SAMEA8741201,INH,"[6.4,6.4]",UKMYC6,UKMYC6
SAMEA8741201,LFX,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA8741201,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741201,MB,"(2,)",UKMYC6,UKMYC6
SAMEA8741201,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA8741202,AMK,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741202,EMB,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA8741202,ETO,"(8,)",UKMYC6,UKMYC6
SAMEA8741202,INH,"(12.8,)",UKMYC6,UKMYC6
SAMEA8741202,MB,"(2,)",UKMYC6,UKMYC6
SAMEA8741202,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA8741203,AMK,"(16,)",UKMYC6,UKMYC6
SAMEA8741203,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741203,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741203,DLM,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA8741203,EMB,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA8741203,ETO,"[8.0,8.0]",UKMYC6,UKMYC6
SAMEA8741203,INH,"[6.4,6.4]",UKMYC6,UKMYC6
SAMEA8741203,KAN,"(16,)",UKMYC6,UKMYC6
SAMEA8741203,LFX,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741203,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741203,MB,"(2,)",UKMYC6,UKMYC6
SAMEA8741203,MXF,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA8741203,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA8741204,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA8741204,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741204,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741204,ETO,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741204,INH,"(12.8,)",UKMYC6,UKMYC6
SAMEA8741204,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741204,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741204,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741204,MB,"(2,)",UKMYC6,UKMYC6
SAMEA8741204,MXF,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741204,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA8741205,AMK,"(16,)",UKMYC6,UKMYC6
SAMEA8741205,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741205,DLM,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA8741205,INH,"[3.2,3.2]",UKMYC6,UKMYC6
SAMEA8741205,KAN,"(16,)",UKMYC6,UKMYC6
SAMEA8741205,LFX,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741205,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741205,MB,"(2,)",UKMYC6,UKMYC6
SAMEA8741205,MXF,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA8741205,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA8741206,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741206,INH,"[12.8,12.8]",UKMYC6,UKMYC6
SAMEA8741206,KAN,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA8741206,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741206,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741206,MB,"(2,)",UKMYC6,UKMYC6
SAMEA8741206,MXF,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741206,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA8741207,EMB,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741207,ETO,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741207,INH,"[0.05,0.05]",UKMYC6,UKMYC6
SAMEA8741207,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741207,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741207,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA8741208,AMK,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741208,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741208,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741208,EMB,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA8741208,LFX,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741208,MB,"(2,)",UKMYC6,UKMYC6
SAMEA8741208,MXF,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA8741208,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA8741209,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA8741209,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741209,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741209,EMB,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741209,INH,"[3.2,3.2]",UKMYC6,UKMYC6
SAMEA8741209,KAN,"[0,1]",UKMYC6,UKMYC6
SAMEA8741209,LFX,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741209,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741209,MB,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA8741209,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA8741211,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA8741211,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741211,INH,"[0.05,0.05]",UKMYC6,UKMYC6
SAMEA8741211,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA8741212,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA8741212,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741212,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741212,DLM,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA8741212,EMB,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741212,INH,"[0.05,0.05]",UKMYC6,UKMYC6
SAMEA8741212,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741212,LFX,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741212,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA8741212,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741213,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA8741213,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741213,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741213,DLM,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA8741213,EMB,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741213,ETO,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741213,INH,"[3.2,3.2]",UKMYC6,UKMYC6
SAMEA8741213,KAN,"[0,1]",UKMYC6,UKMYC6
SAMEA8741213,LFX,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741213,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741213,MB,"(2,)",UKMYC6,UKMYC6
SAMEA8741213,MXF,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA8741213,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA8741214,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741214,DLM,"[0,0.008]",UKMYC6,UKMYC6
SAMEA8741214,INH,"[0,0.025]",UKMYC6,UKMYC6
SAMEA8741214,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741214,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741214,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA8741214,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741215,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA8741215,BDQ,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA8741215,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741215,EMB,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA8741215,ETO,"(8,)",UKMYC6,UKMYC6
SAMEA8741215,INH,"[12.8,12.8]",UKMYC6,UKMYC6
SAMEA8741215,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741215,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741215,MB,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741215,MXF,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741216,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741216,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741216,INH,"[12.8,12.8]",UKMYC6,UKMYC6
SAMEA8741216,KAN,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA8741216,LFX,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA8741216,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741216,MB,"(2,)",UKMYC6,UKMYC6
SAMEA8741216,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA8741217,BDQ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741217,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741217,DLM,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA8741217,ETO,"(8,)",UKMYC6,UKMYC6
SAMEA8741217,INH,"(12.8,)",UKMYC6,UKMYC6
SAMEA8741217,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741217,LFX,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741217,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741218,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA8741218,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741218,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741218,DLM,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA8741218,EMB,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741218,ETO,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741218,INH,"[3.2,3.2]",UKMYC6,UKMYC6
SAMEA8741218,KAN,"[0,1]",UKMYC6,UKMYC6
SAMEA8741218,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741218,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA8741218,RIF,"[0,0.03]",UKMYC6,UKMYC6
SAMEA8741219,AMK,"(16,)",UKMYC6,UKMYC6
SAMEA8741219,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741219,CFZ,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA8741219,ETO,"(8,)",UKMYC6,UKMYC6
SAMEA8741219,INH,"(12.8,)",UKMYC6,UKMYC6
SAMEA8741219,KAN,"(16,)",UKMYC6,UKMYC6
SAMEA8741219,LFX,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741219,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741219,MB,"(2,)",UKMYC6,UKMYC6
SAMEA8741219,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA8741220,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA8741220,ETO,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741220,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741220,LFX,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741220,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA8741220,MXF,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA8741221,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741221,ETO,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA8741221,INH,"[12.8,12.8]",UKMYC6,UKMYC6
SAMEA8741221,KAN,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA8741221,LFX,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741221,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741221,MB,"(2,)",UKMYC6,UKMYC6
SAMEA8741221,MXF,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA8741221,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA8741222,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA8741222,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741222,DLM,"[0,0.008]",UKMYC6,UKMYC6
SAMEA8741222,EMB,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741222,ETO,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741222,INH,"(12.8,)",UKMYC6,UKMYC6
SAMEA8741222,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741222,LFX,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741222,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741222,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA8741222,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741223,AMK,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741223,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741223,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741223,EMB,"[8.0,8.0]",UKMYC6,UKMYC6
SAMEA8741223,ETO,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA8741223,INH,"[12.8,12.8]",UKMYC6,UKMYC6
SAMEA8741223,KAN,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA8741223,LFX,"[8.0,8.0]",UKMYC6,UKMYC6
SAMEA8741223,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741223,MB,"(2,)",UKMYC6,UKMYC6
SAMEA8741223,MXF,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA8741223,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA8741224,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA8741224,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741224,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741224,DLM,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA8741224,EMB,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA8741224,ETO,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741224,INH,"[0,0.025]",UKMYC6,UKMYC6
SAMEA8741224,KAN,"[0,1]",UKMYC6,UKMYC6
SAMEA8741224,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741224,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA8741224,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741225,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA8741225,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741225,EMB,"[1.0,1.0]",UKMYC6,UKMYC6
SAMEA8741225,INH,"[3.2,3.2]",UKMYC6,UKMYC6
SAMEA8741225,LFX,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741225,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741225,MB,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA8741225,MXF,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741225,RIF,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741226,AMK,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741226,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741226,CFZ,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA8741226,DLM,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA8741226,EMB,"[8.0,8.0]",UKMYC6,UKMYC6
SAMEA8741226,INH,"(12.8,)",UKMYC6,UKMYC6
SAMEA8741226,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741226,MB,"(2,)",UKMYC6,UKMYC6
SAMEA8741226,MXF,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741226,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA8741227,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA8741227,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741227,ETO,"[8.0,8.0]",UKMYC6,UKMYC6
SAMEA8741227,INH,"[0.4,0.4]",UKMYC6,UKMYC6
SAMEA8741227,KAN,"[0,1]",UKMYC6,UKMYC6
SAMEA8741227,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA8741228,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA8741228,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741228,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741228,EMB,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741228,ETO,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741228,INH,"[0.05,0.05]",UKMYC6,UKMYC6
SAMEA8741228,LFX,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741228,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741228,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA8741228,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741229,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA8741229,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741229,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741229,DLM,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA8741229,EMB,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741229,ETO,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741229,INH,"[1.6,1.6]",UKMYC6,UKMYC6
SAMEA8741229,KAN,"[0,1]",UKMYC6,UKMYC6
SAMEA8741229,LFX,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741229,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA8741229,MXF,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA8741229,RIF,"[0,0.03]",UKMYC6,UKMYC6
SAMEA8741230,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741230,DLM,"[0,0.008]",UKMYC6,UKMYC6
SAMEA8741230,EMB,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA8741230,ETO,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741230,INH,"[3.2,3.2]",UKMYC6,UKMYC6
SAMEA8741230,KAN,"(16,)",UKMYC6,UKMYC6
SAMEA8741230,LFX,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741230,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741230,MB,"(2,)",UKMYC6,UKMYC6
SAMEA8741231,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA8741231,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741231,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741231,DLM,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA8741231,KAN,"[0,1]",UKMYC6,UKMYC6
SAMEA8741231,LFX,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741231,LZD,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA8741231,MB,"(2,)",UKMYC6,UKMYC6
SAMEA8741231,MXF,"[0.12,0.12]",UKMYC6,UKMYC6
SAMEA8741232,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741232,ETO,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741232,INH,"[1.6,1.6]",UKMYC6,UKMYC6
SAMEA8741232,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741232,LFX,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741232,LZD,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741232,MB,"[0,0.06]",UKMYC6,UKMYC6
SAMEA8741232,MXF,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741232,RIF,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741233,AMK,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741233,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741233,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741233,DLM,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA8741233,EMB,"[8.0,8.0]",UKMYC6,UKMYC6
SAMEA8741233,ETO,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA8741233,INH,"[12.8,12.8]",UKMYC6,UKMYC6
SAMEA8741233,KAN,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA8741233,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741233,MB,"(2,)",UKMYC6,UKMYC6
SAMEA8741233,MXF,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741233,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA8741234,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA8741234,BDQ,"[0.03,0.03]",UKMYC6,UKMYC6
SAMEA8741234,CFZ,"[0.06,0.06]",UKMYC6,UKMYC6
SAMEA8741234,DLM,"[0.015,0.015]",UKMYC6,UKMYC6
SAMEA8741234,ETO,"[4.0,4.0]",UKMYC6,UKMYC6
SAMEA8741234,INH,"[6.4,6.4]",UKMYC6,UKMYC6
SAMEA8741234,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741234,LFX,"[0.25,0.25]",UKMYC6,UKMYC6
SAMEA8741234,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741234,MB,"(2,)",UKMYC6,UKMYC6
SAMEA8741234,RIF,"(8,)",UKMYC6,UKMYC6
SAMEA8741235,AMK,"[0,0.25]",UKMYC6,UKMYC6
SAMEA8741235,ETO,"[8.0,8.0]",UKMYC6,UKMYC6
SAMEA8741235,INH,"[0.2,0.2]",UKMYC6,UKMYC6
SAMEA8741235,KAN,"[2.0,2.0]",UKMYC6,UKMYC6
SAMEA8741235,LZD,"[0.5,0.5]",UKMYC6,UKMYC6
SAMEA8741235,MB,"[0,0.06]",UKMYC6,UKMYC6
