ID,ROLLINGDB_ID,ISOLATION_LOCATION,DB_OF_ORIGIN,TESTING_LOCATION,MEDIA,RIF,INH,RFB,BDQ,EMB,STR,KAN,AMI,CAP,OFX,LEV,MXF,ETH,PAS,CYS,LIN,CFZ,AMI_PHENOTYPE_QUALITY,CYS_PHENOTYPE_QUALITY,EMB_PHENOTYPE_QUALITY,ETH_PHENOTYPE_QUALITY,INH_PHENOTYPE_QUALITY,KAN_PHENOTYPE_QUALITY,MXF_PHENOTYPE_QUALITY,OFX_PHENOTYPE_QUALITY,PAS_PHENOTYPE_QUALITY,RFB_PHENOTYPE_QUALITY,RIF_PHENOTYPE_QUALITY,STR_PHENOTYPE_QUALITY
JPN-R2014-0114,JPN-R2014-0114,Japan,JATA-KIT,Not specified,MGIT,16.0,8.0,4.0,,1.0,2.0,8.0,8.0,6.4,0.5,0.167,0.24,1.0,48.0,16.0,1.0,,,,,,,,,,,,,
MNG-S2014-0001,MNG-S2014-0001,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,2.0,4.0,,4.0,256.0,2.0,1.0,1.6,0.25,0.08,0.12,4.0,0.06,4.0,0.25,,,,,,,,,,,,,
MNG-S2014-0002,MNG-S2014-0002,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,2.0,16.0,,8.0,256.0,2.0,1.0,1.6,0.25,0.08,0.24,64.0,0.125,8.0,0.25,,,,,,,,,,,,,
MNG-S2014-0003,MNG-S2014-0003,Mongolia,JATA-Mongolia,Not specified,MGIT,1.0,0.24,4.0,,4.0,256.0,2.0,1.0,0.8,0.12,0.04,0.06,1.0,0.0,1.0,0.12,,,,,,,,,,,,,
MNG-S2014-0004,MNG-S2014-0004,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,16.0,2.0,,8.0,256.0,2.0,1.0,0.8,0.12,0.08,0.06,0.25,0.0,4.0,0.12,,,,,,,,,,,,,
MNG-S2014-0005,MNG-S2014-0005,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,4.0,4.0,,64.0,256.0,0.12,0.24,12.8,4.0,2.667,4.0,32.0,1.0,16.0,0.25,,,,,,,,,,,,,
MNG-S2014-0006,MNG-S2014-0006,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,4.0,2.0,,4.0,256.0,2.0,1.0,1.6,0.25,0.08,0.12,16.0,2.0,4.0,0.12,,,,,,,,,,,,,
MNG-S2014-0007,MNG-S2014-0007,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,8.0,4.0,,0.5,256.0,2.0,0.48,0.8,0.25,0.167,0.12,0.25,0.06,4.0,0.25,,,,,,,,,,,,,
MNG-S2014-0008,MNG-S2014-0008,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,1.0,4.0,,16.0,256.0,4.0,4.0,3.2,0.25,0.08,0.12,4.0,4.0,4.0,0.5,,,,,,,,,,,,,
MNG-S2014-0009,MNG-S2014-0009,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,8.0,1.0,,8.0,256.0,2.0,1.0,0.8,0.25,0.08,0.12,0.25,0.06,8.0,0.25,,,,,,,,,,,,,
MNG-S2014-0010,MNG-S2014-0010,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,8.0,8.0,,8.0,256.0,0.12,0.24,6.4,0.25,0.08,0.12,16.0,0.125,8.0,0.25,,,,,,,,,,,,,
MNG-S2014-0011,MNG-S2014-0011,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,4.0,16.0,,4.0,256.0,2.0,1.0,1.6,0.25,0.167,0.12,8.0,0.0,2.0,0.25,,,,,,,,,,,,,
MNG-S2014-0012,MNG-S2014-0012,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,4.0,16.0,,4.0,256.0,2.0,1.0,0.8,0.12,0.08,0.12,4.0,0.06,8.0,0.25,,,,,,,,,,,,,
MNG-S2014-0013,MNG-S2014-0013,Mongolia,JATA-Mongolia,Not specified,MGIT,2.0,0.5,8.0,,2.0,64.0,4.0,2.0,1.6,0.25,0.08,0.12,4.0,0.25,4.0,0.12,,,,,,,,,,,,,
MNG-S2014-0014,MNG-S2014-0014,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,128.0,2.0,,16.0,256.0,2.0,1.0,1.6,2.0,0.667,2.0,0.12,0.5,8.0,0.25,,,,,,,,,,,,,
MNG-S2014-0015,MNG-S2014-0015,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,16.0,2.0,,32.0,256.0,2.0,1.0,1.6,0.25,0.08,0.12,0.12,0.0,8.0,0.25,,,,,,,,,,,,,
MNG-S2014-0017,MNG-S2014-0017,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,0.5,8.0,,2.0,0.0,1.0,0.48,0.8,0.12,0.04,0.06,1.0,0.0,1.0,0.12,,,,,,,,,,,,,
MNG-S2014-0036,MNG-S2014-0036,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,4.0,2.0,,4.0,256.0,2.0,1.0,1.6,0.25,0.08,0.12,16.0,1.0,4.0,0.5,,,,,,,,,,,,,
MNG-S2014-0037,MNG-S2014-0037,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,8.0,2.0,,2.0,256.0,2.0,1.0,1.6,0.25,0.08,0.12,8.0,2.0,4.0,0.25,,,,,,,,,,,,,
MNG-S2014-0038,MNG-S2014-0038,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,8.0,2.0,,8.0,256.0,2.0,1.0,1.6,0.25,0.08,0.12,0.25,0.06,8.0,0.25,,,,,,,,,,,,,
MNG-S2014-0039,MNG-S2014-0039,Mongolia,JATA-Mongolia,Not specified,MGIT,2.0,1.0,2.0,,1.0,4.0,2.0,0.48,0.8,0.12,0.08,0.06,8.0,4.0,4.0,0.12,,,,,,,,,,,,,
MNG-S2014-0040,MNG-S2014-0040,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,4.0,8.0,,8.0,256.0,0.12,0.24,6.4,2.0,0.667,1.0,64.0,8.0,4.0,0.25,,,,,,,,,,,,,
MNG-S2014-0041,MNG-S2014-0041,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,16.0,2.0,,4.0,256.0,2.0,1.0,1.6,0.25,0.08,0.12,0.12,2.0,8.0,0.5,,,,,,,,,,,,,
MNG-S2014-0042,MNG-S2014-0042,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,16.0,2.0,,4.0,256.0,1.0,0.48,0.8,0.25,0.08,0.12,0.25,0.06,8.0,0.25,,,,,,,,,,,,,
MNG-S2014-0043,MNG-S2014-0043,Mongolia,JATA-Mongolia,Not specified,MGIT,1.0,0.5,1.0,,0.5,2.0,1.0,0.0,0.4,0.12,0.04,0.0,16.0,0.5,4.0,0.12,,,,,,,,,,,,,
MNG-S2014-0044,MNG-S2014-0044,Mongolia,JATA-Mongolia,Not specified,MGIT,1.0,0.5,2.0,,2.0,256.0,1.0,1.0,0.8,0.25,0.08,0.12,2.0,0.06,4.0,0.25,,,,,,,,,,,,,
MNG-S2014-0045,MNG-S2014-0045,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,2.0,16.0,,8.0,256.0,2.0,1.0,1.6,0.25,0.08,0.24,16.0,0.125,8.0,0.25,,,,,,,,,,,,,
MNG-S2014-0046,MNG-S2014-0046,Mongolia,JATA-Mongolia,Not specified,MGIT,1.0,0.5,8.0,,1.0,4.0,8.0,1.0,1.6,0.25,0.167,0.12,8.0,8.0,8.0,0.5,,,,,,,,,,,,,
MNG-S2014-0047,MNG-S2014-0047,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,8.0,2.0,,4.0,256.0,2.0,1.0,1.6,0.25,0.08,0.12,8.0,1.0,8.0,0.25,,,,,,,,,,,,,
MNG-S2014-0048,MNG-S2014-0048,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,16.0,2.0,,1.0,32.0,2.0,1.0,1.6,1.0,0.667,0.5,2.0,0.0,8.0,0.12,,,,,,,,,,,,,
MNG-S2014-0049,MNG-S2014-0049,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,16.0,2.0,,4.0,256.0,1.0,0.48,0.8,0.12,0.08,0.12,0.25,0.125,8.0,0.12,,,,,,,,,,,,,
MNG-S2014-0050,MNG-S2014-0050,Mongolia,JATA-Mongolia,Not specified,MGIT,8.0,0.24,4.0,,1.0,256.0,2.0,1.0,1.6,0.25,0.08,0.12,1.0,0.06,8.0,0.25,,,,,,,,,,,,,
MNG-S2014-0051,MNG-S2014-0051,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,1.0,4.0,,16.0,256.0,4.0,2.0,1.6,0.25,0.08,0.12,4.0,0.25,8.0,0.5,,,,,,,,,,,,,
MNG-S2014-0154,MNG-S2014-0154,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,4.0,8.0,,8.0,256.0,0.12,0.24,12.8,0.25,0.08,0.12,32.0,0.25,8.0,0.25,,,,,,,,,,,,,
MNG-S2014-0158,MNG-S2014-0158,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,16.0,2.0,,4.0,256.0,2.0,1.0,1.6,0.12,0.08,0.12,0.25,0.0,8.0,0.25,,,,,,,,,,,,,
MNG-S2014-0160,MNG-S2014-0160,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,64.0,2.0,,1.0,1.0,8.0,4.0,6.4,4.0,1.333,1.0,0.12,0.06,2.0,0.5,,,,,,,,,,,,,
MNG-S2014-0191,MNG-S2014-0191,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,8.0,2.0,,16.0,256.0,4.0,2.0,1.6,8.0,2.667,8.0,2.0,8.0,8.0,8.0,,,,,,,,,,,,,
MNG-S2014-0193,MNG-S2014-0193,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,128.0,2.0,,64.0,256.0,2.0,1.0,0.8,0.12,0.04,0.06,64.0,64.0,8.0,0.25,,,,,,,,,,,,,
MNG-S2014-0194,MNG-S2014-0194,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,4.0,16.0,,16.0,256.0,2.0,2.0,3.2,0.5,0.167,0.24,64.0,4.0,16.0,1.0,,,,,,,,,,,,,
MNG-S2014-0195,MNG-S2014-0195,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,16.0,2.0,,8.0,256.0,1.0,1.0,0.8,0.12,0.08,0.12,0.5,0.06,8.0,0.25,,,,,,,,,,,,,
MNG-S2014-0199,MNG-S2014-0199,Mongolia,JATA-Mongolia,Not specified,MGIT,1.0,8.0,0.06,,4.0,256.0,2.0,1.0,0.8,0.25,0.08,0.12,0.25,0.06,4.0,0.12,,,,,,,,,,,,,
MNG-S2014-0200,MNG-S2014-0200,Mongolia,JATA-Mongolia,Not specified,MGIT,32.0,2.0,16.0,,8.0,256.0,2.0,1.0,0.8,0.25,0.167,0.24,16.0,1.0,16.0,0.5,,,,,,,,,,,,,
KOR-K2016-0001,KOR-K2016-0001,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.06,,2.0,2.0,8.0,8.0,6.4,1.0,0.333,0.5,0.5,0.03,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0002,KOR-K2016-0002,Korea,JATA-KIT,Not specified,MGIT,0.5,0.24,0.06,,1.0,1.0,4.0,4.0,3.2,0.5,0.167,0.24,0.5,0.25,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0003,KOR-K2016-0003,Korea,JATA-KIT,Not specified,MGIT,0.5,0.24,0.03,,2.0,2.0,8.0,8.0,6.4,1.0,0.333,0.5,0.5,0.25,16.0,0.5,,,,,,,,,,,,,
KOR-K2016-0004,KOR-K2016-0004,Korea,JATA-KIT,Not specified,MGIT,0.5,0.06,0.03,,2.0,4.0,8.0,8.0,3.2,0.25,0.08,0.12,0.5,0.03,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0005,KOR-K2016-0005,Korea,JATA-KIT,Not specified,MGIT,0.25,0.06,0.008,,2.0,2.0,8.0,8.0,3.2,0.5,0.167,0.24,0.5,0.25,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0006,KOR-K2016-0006,Korea,JATA-KIT,Not specified,MGIT,0.5,0.24,0.06,,4.0,2.0,16.0,16.0,6.4,1.0,0.333,0.5,1.0,0.25,8.0,1.0,,,,,,,,,,,,,
KOR-K2016-0007,KOR-K2016-0007,Korea,JATA-KIT,Not specified,MGIT,0.5,0.24,0.06,,2.0,2.0,8.0,8.0,6.4,1.0,0.333,0.5,0.5,0.25,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0008,KOR-K2016-0008,Korea,JATA-KIT,Not specified,MGIT,0.25,0.06,0.03,,2.0,1.0,8.0,4.0,6.4,1.0,0.333,0.5,0.5,0.25,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0009,KOR-K2016-0009,Korea,JATA-KIT,Not specified,MGIT,0.5,0.24,0.06,,2.0,2.0,8.0,8.0,6.4,1.0,0.333,0.5,0.5,0.25,16.0,1.0,,,,,,,,,,,,,
KOR-K2016-0010,KOR-K2016-0010,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.03,,1.0,2.0,8.0,4.0,6.4,1.0,0.333,0.5,1.0,0.25,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0011,KOR-K2016-0011,Korea,JATA-KIT,Not specified,MGIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR-K2016-0012,KOR-K2016-0012,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.06,,2.0,1.0,4.0,4.0,3.2,0.5,0.167,0.24,0.5,0.125,8.0,1.0,,,,,,,,,,,,,
KOR-K2016-0013,KOR-K2016-0013,Korea,JATA-KIT,Not specified,MGIT,0.125,0.24,0.03,,2.0,2.0,8.0,8.0,6.4,1.0,0.333,0.5,0.5,0.03,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0014,KOR-K2016-0014,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.06,,2.0,2.0,16.0,16.0,12.8,1.0,0.333,0.5,0.5,0.25,8.0,1.0,,,,,,,,,,,,,
KOR-K2016-0015,KOR-K2016-0015,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.06,,2.0,2.0,8.0,8.0,6.4,1.0,0.333,0.5,0.5,0.5,16.0,1.0,,,,,,,,,,,,,
KOR-K2016-0016,KOR-K2016-0016,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.06,,2.0,2.0,8.0,8.0,6.4,1.0,0.333,1.0,0.5,0.5,16.0,1.0,,,,,,,,,,,,,
KOR-K2016-0017,KOR-K2016-0017,Korea,JATA-KIT,Not specified,MGIT,0.125,0.24,0.03,,2.0,2.0,8.0,8.0,6.4,1.0,0.333,0.5,0.5,0.5,8.0,1.0,,,,,,,,,,,,,
KOR-K2016-0018,KOR-K2016-0018,Korea,JATA-KIT,Not specified,MGIT,0.125,0.24,0.008,,2.0,2.0,8.0,8.0,6.4,1.0,0.333,0.5,1.0,0.25,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0019,KOR-K2016-0019,Korea,JATA-KIT,Not specified,MGIT,0.06,1.0,0.008,,2.0,2.0,8.0,8.0,6.4,0.25,0.08,0.12,0.5,0.03,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0020,KOR-K2016-0020,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.06,,2.0,4.0,16.0,16.0,12.8,1.0,0.333,1.0,0.5,0.25,8.0,1.0,,,,,,,,,,,,,
KOR-K2016-0021,KOR-K2016-0021,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.06,,2.0,2.0,8.0,8.0,6.4,1.0,0.333,0.5,0.5,0.25,16.0,1.0,,,,,,,,,,,,,
KOR-K2016-0022,KOR-K2016-0022,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.06,,2.0,2.0,8.0,8.0,6.4,1.0,0.333,0.5,0.25,0.125,16.0,0.5,,,,,,,,,,,,,
KOR-K2016-0023,KOR-K2016-0023,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.03,,2.0,1.0,8.0,4.0,3.2,1.0,0.333,0.5,0.5,0.25,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0024,KOR-K2016-0024,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.03,,1.0,2.0,8.0,8.0,6.4,1.0,0.333,0.5,0.5,0.25,16.0,0.5,,,,,,,,,,,,,
KOR-K2016-0025,KOR-K2016-0025,Korea,JATA-KIT,Not specified,MGIT,0.25,0.06,0.03,,2.0,1.0,4.0,4.0,3.2,1.0,0.333,0.5,0.5,0.25,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0026,KOR-K2016-0026,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.03,,2.0,0.5,8.0,8.0,3.2,1.0,0.333,0.5,0.25,0.03,8.0,1.0,,,,,,,,,,,,,
KOR-K2016-0027,KOR-K2016-0027,Korea,JATA-KIT,Not specified,MGIT,0.25,0.06,0.03,,2.0,1.0,8.0,8.0,6.4,1.0,0.333,0.5,0.25,0.25,16.0,1.0,,,,,,,,,,,,,
KOR-K2016-0028,KOR-K2016-0028,Korea,JATA-KIT,Not specified,MGIT,0.03,0.06,0.008,,1.0,1.0,4.0,4.0,3.2,1.0,0.333,0.24,0.25,0.25,8.0,1.0,,,,,,,,,,,,,
KOR-K2016-0029,KOR-K2016-0029,Korea,JATA-KIT,Not specified,MGIT,0.25,0.06,0.03,,2.0,2.0,8.0,4.0,3.2,0.25,0.08,0.24,0.5,0.125,0.5,1.0,,,,,,,,,,,,,
KOR-K2016-0030,KOR-K2016-0030,Korea,JATA-KIT,Not specified,MGIT,0.25,0.06,0.03,,2.0,1.0,8.0,8.0,6.4,1.0,0.333,0.5,0.25,0.25,16.0,0.5,,,,,,,,,,,,,
KOR-K2016-0031,KOR-K2016-0031,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.06,,2.0,1.0,8.0,4.0,3.2,1.0,0.333,0.5,0.5,0.25,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0032,KOR-K2016-0032,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.03,,2.0,1.0,4.0,4.0,3.2,0.5,0.167,0.24,0.5,0.25,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0033,KOR-K2016-0033,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.008,,1.0,2.0,8.0,8.0,6.4,1.0,0.333,1.0,0.5,0.5,16.0,1.0,,,,,,,,,,,,,
KOR-K2016-0034,KOR-K2016-0034,Korea,JATA-KIT,Not specified,MGIT,0.125,0.06,0.008,,2.0,2.0,4.0,4.0,6.4,1.0,0.333,0.5,0.5,0.25,16.0,0.5,,,,,,,,,,,,,
KOR-K2016-0035,KOR-K2016-0035,Korea,JATA-KIT,Not specified,MGIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR-K2016-0036,KOR-K2016-0036,Korea,JATA-KIT,Not specified,MGIT,0.25,0.06,0.03,,1.0,1.0,8.0,8.0,6.4,1.0,0.333,0.5,0.5,1.0,4.0,0.5,,,,,,,,,,,,,
KOR-K2016-0037,KOR-K2016-0037,Korea,JATA-KIT,Not specified,MGIT,0.5,0.06,0.03,,2.0,0.5,4.0,4.0,3.2,1.0,0.333,0.5,0.5,0.25,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0038,KOR-K2016-0038,Korea,JATA-KIT,Not specified,MGIT,0.5,0.06,0.03,,2.0,2.0,8.0,4.0,3.2,0.25,0.167,0.24,0.5,0.25,0.5,0.5,,,,,,,,,,,,,
KOR-K2016-0039,KOR-K2016-0039,Korea,JATA-KIT,Not specified,MGIT,0.5,0.24,0.008,,2.0,2.0,8.0,8.0,6.4,2.0,0.667,1.0,0.25,0.25,16.0,0.5,,,,,,,,,,,,,
KOR-K2016-0040,KOR-K2016-0040,Korea,JATA-KIT,Not specified,MGIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR-K2016-0041,KOR-K2016-0041,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.03,,2.0,0.5,4.0,4.0,3.2,1.0,0.333,0.5,0.5,0.25,8.0,1.0,,,,,,,,,,,,,
KOR-K2016-0042,KOR-K2016-0042,Korea,JATA-KIT,Not specified,MGIT,0.125,0.24,0.008,,1.0,2.0,8.0,8.0,6.4,0.5,0.167,0.24,0.5,0.25,0.5,1.0,,,,,,,,,,,,,
KOR-K2016-0043,KOR-K2016-0043,Korea,JATA-KIT,Not specified,MGIT,0.125,0.24,0.008,,1.0,2.0,8.0,4.0,6.4,1.0,0.333,0.5,0.5,1.0,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0044,KOR-K2016-0044,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.03,,2.0,1.0,4.0,4.0,6.4,1.0,0.333,0.5,0.5,0.125,16.0,0.5,,,,,,,,,,,,,
KOR-K2016-0045,KOR-K2016-0045,Korea,JATA-KIT,Not specified,MGIT,0.125,0.24,0.008,,2.0,1.0,8.0,4.0,3.2,0.5,0.333,0.24,0.5,1.0,8.0,1.0,,,,,,,,,,,,,
KOR-K2016-0046,KOR-K2016-0046,Korea,JATA-KIT,Not specified,MGIT,0.06,0.24,0.008,,1.0,4.0,4.0,4.0,6.4,1.0,0.333,1.0,0.5,0.5,16.0,0.5,,,,,,,,,,,,,
KOR-K2016-0047,KOR-K2016-0047,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.03,,2.0,2.0,8.0,8.0,3.2,1.0,0.333,0.5,0.5,0.5,8.0,1.0,,,,,,,,,,,,,
KOR-K2016-0048,KOR-K2016-0048,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.03,,2.0,2.0,8.0,8.0,6.4,1.0,0.333,1.0,0.5,2.0,16.0,1.0,,,,,,,,,,,,,
KOR-K2016-0049,KOR-K2016-0049,Korea,JATA-KIT,Not specified,MGIT,0.25,0.06,0.03,,2.0,1.0,8.0,4.0,3.2,0.5,0.333,0.5,0.5,0.25,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0050,KOR-K2016-0050,Korea,JATA-KIT,Not specified,MGIT,0.25,0.06,0.06,,2.0,2.0,8.0,8.0,6.4,1.0,0.333,1.0,0.25,0.25,16.0,1.0,,,,,,,,,,,,,
KOR-K2016-0051,KOR-K2016-0051,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.008,,2.0,2.0,8.0,8.0,3.2,1.0,0.333,0.5,0.5,0.03,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0052,KOR-K2016-0052,Korea,JATA-KIT,Not specified,MGIT,0.125,0.06,0.03,,1.0,1.0,4.0,4.0,3.2,2.0,0.667,1.0,0.5,0.03,4.0,0.5,,,,,,,,,,,,,
KOR-K2016-0053,KOR-K2016-0053,Korea,JATA-KIT,Not specified,MGIT,0.25,0.06,0.03,,1.0,2.0,4.0,4.0,6.4,1.0,0.333,0.5,2.0,0.25,8.0,1.0,,,,,,,,,,,,,
KOR-K2016-0054,KOR-K2016-0054,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.03,,2.0,1.0,4.0,4.0,6.4,1.0,0.333,0.5,0.5,0.5,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0055,KOR-K2016-0055,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.03,,2.0,1.0,4.0,4.0,3.2,0.5,0.167,0.5,0.5,0.25,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0056,KOR-K2016-0056,Korea,JATA-KIT,Not specified,MGIT,0.5,0.24,0.06,,2.0,2.0,8.0,8.0,6.4,1.0,0.333,0.5,0.5,0.5,8.0,1.0,,,,,,,,,,,,,
KOR-K2016-0057,KOR-K2016-0057,Korea,JATA-KIT,Not specified,MGIT,0.5,0.24,0.06,,2.0,1.0,4.0,4.0,3.2,1.0,0.333,0.5,0.5,0.25,8.0,1.0,,,,,,,,,,,,,
KOR-K2016-0058,KOR-K2016-0058,Korea,JATA-KIT,Not specified,MGIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR-K2016-0059,KOR-K2016-0059,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.03,,1.0,0.5,4.0,4.0,3.2,0.5,0.167,0.24,0.5,0.125,8.0,1.0,,,,,,,,,,,,,
KOR-K2016-0060,KOR-K2016-0060,Korea,JATA-KIT,Not specified,MGIT,0.5,0.24,0.03,,2.0,1.0,4.0,4.0,3.2,0.5,0.333,0.5,0.5,0.25,8.0,1.0,,,,,,,,,,,,,
KOR-K2016-0061,KOR-K2016-0061,Korea,JATA-KIT,Not specified,MGIT,0.25,0.06,0.03,,1.0,0.5,4.0,4.0,3.2,0.5,0.167,0.24,0.5,0.03,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0062,KOR-K2016-0062,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.03,,2.0,2.0,8.0,8.0,6.4,1.0,0.333,0.5,0.5,0.5,16.0,1.0,,,,,,,,,,,,,
KOR-K2016-0063,KOR-K2016-0063,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.03,,2.0,2.0,8.0,4.0,3.2,0.5,0.167,0.24,0.5,0.03,0.5,0.5,,,,,,,,,,,,,
KOR-K2016-0064,KOR-K2016-0064,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.03,,2.0,1.0,4.0,4.0,3.2,0.5,0.167,0.24,0.5,0.25,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0065,KOR-K2016-0065,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.008,,2.0,2.0,8.0,4.0,3.2,0.5,0.167,0.24,0.5,0.03,0.125,0.06,,,,,,,,,,,,,
KOR-K2016-0066,KOR-K2016-0066,Korea,JATA-KIT,Not specified,MGIT,0.25,0.06,0.06,,2.0,1.0,4.0,4.0,6.4,1.0,0.333,0.5,0.5,0.03,16.0,0.5,,,,,,,,,,,,,
KOR-K2016-0067,KOR-K2016-0067,Korea,JATA-KIT,Not specified,MGIT,0.25,0.06,0.008,,1.0,1.0,4.0,4.0,3.2,1.0,0.333,0.24,0.25,0.03,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0068,KOR-K2016-0068,Korea,JATA-KIT,Not specified,MGIT,0.25,0.06,0.03,,2.0,1.0,8.0,4.0,6.4,1.0,0.333,1.0,0.25,0.125,8.0,0.5,,,,,,,,,,,,,
KOR-K2016-0069,KOR-K2016-0069,Korea,JATA-KIT,Not specified,MGIT,0.25,0.06,0.03,,1.0,2.0,4.0,4.0,6.4,1.0,0.333,0.5,0.5,0.25,16.0,1.0,,,,,,,,,,,,,
KOR-K2016-0070,KOR-K2016-0070,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.03,,2.0,2.0,8.0,8.0,6.4,1.0,0.333,0.5,0.5,0.125,8.0,1.0,,,,,,,,,,,,,
KOR-K2016-0071,KOR-K2016-0071,Korea,JATA-KIT,Not specified,MGIT,0.125,0.06,0.008,,2.0,0.5,8.0,4.0,3.2,1.0,0.333,0.5,0.5,0.25,1.0,1.0,,,,,,,,,,,,,
KOR-K2016-0072,KOR-K2016-0072,Korea,JATA-KIT,Not specified,MGIT,0.25,0.24,0.03,,1.0,2.0,4.0,4.0,6.4,1.0,0.333,0.5,0.5,0.5,16.0,0.5,,,,,,,,,,,,,
KOR-K2016-0073,KOR-K2016-0073,Korea,JATA-KIT,Not specified,MGIT,0.5,0.24,0.03,,2.0,2.0,8.0,8.0,6.4,1.0,0.333,0.5,0.5,0.5,16.0,1.0,,,,,,,,,,,,,
