covariate,coef_pooled,V_w,V_b,V_t,se_pooled,riv,wald_stat,dof_old,lambda,dof_observed,dof_adj,pval,t_critical,coef_lower,coef_upper,HR_TCC_assoc,HR_TCC_assoc_lower,HR_TCC_assoc_upper,exclude_resistance,MIC_type,include_drugs,num_pids,significant
PZA_AUC,-0.002313756558159372,3.214978423360975e-06,6.490384702574568e-07,3.88565150929368e-06,0.001971205597925716,0.2086088917609519,-1.173777388109145,973.4282284630324,0.17260247974595588,283.81161492162425,219.74346341636206,0.24077130351258647,1.9624039933712283,-0.006182058295284517,0.0015545451789657728,1.0023164353584966,0.9984466625005125,1.0062012066560921,0,predicted,"RIF,INH,EMB,PZA",353,
PZA_pred_MIC,0.02018443854019842,0.26981116470496935,0.03622073424259003,0.30723925675564573,0.5542916711945487,0.13871958223672062,0.03641483282023547,1954.1416072191273,0.12182066981252908,301.2306512772368,260.99786712061876,0.9709553064511055,1.961178695008599,-1.066880577827262,1.1072494549076588,0.9800179035653122,0.3304666756408574,2.9062993702648727,0,predicted,"RIF,INH,EMB,PZA",353,
RIF_AUC,0.0144366905309992,9.451193429455937e-05,1.6556507382601813e-05,0.00011162032525658124,0.010565052070699,0.18101831361001708,1.3664571110858752,1234.429332407369,0.1532730792774065,290.44193254786205,235.1215142798888,0.17204437483202203,1.9618875935524038,-0.006290754051740304,0.035164135113738705,0.9856670188126762,0.9654469395088977,1.0063105824016283,0,predicted,"RIF,INH,EMB,PZA",353,
RIF_pred_MIC,-0.5497111585836018,0.6846696417262416,0.21896697540059104,0.9109355163068523,0.95442941923793,0.3304745249258196,-0.5759578943223711,470.04036060251866,0.24838846496835035,257.81571533542535,166.4941680250418,0.5649192953941382,1.965023736454304,-2.42518762215643,1.3257653049892268,1.7327524549058755,0.2655996165776285,11.304350166879091,0,predicted,"RIF,INH,EMB,PZA",353,
TTP_baseline,1.2227421013778732,0.06217511948844006,0.023400623721932346,0.0863557640011035,0.2938635125378847,0.3889119106101473,4.160918416913832,369.86642934709806,0.2800119342624823,246.9683201353089,148.08713485572366,3.9453991535580566e-05,1.9663985265404027,0.6448893233193896,1.8005948794363569,0.29442172479820006,0.1652005845544449,0.524720613228694,0,predicted,"RIF,INH,EMB,PZA",353,1.0
bl_bmi,0.022207296318537833,0.00048195214089715864,0.00010132344221051914,0.0005866530311813618,0.024220921352858603,0.21724333476203964,0.9168642263857102,910.4579379958669,0.17847157471148425,281.79841415715555,215.19332031296216,0.3594565867179006,1.9625729731636359,-0.02532802931370447,0.06974262195078014,0.9780374704687401,0.9326338284935665,1.0256515091093872,0,predicted,"RIF,INH,EMB,PZA",353,
diabetes,0.15282840506853948,0.09593718454115975,0.0304188636570911,0.1273700103201539,0.35688935304958863,0.3276396522300336,0.4282234921345621,476.173820922048,0.24678356938172033,258.366222192253,167.4888011508119,0.6686820365367774,1.9649584001652418,-0.5484443271357884,0.8541011372728673,0.8582769851566528,0.42566563414737263,1.7305587394319841,0,predicted,"RIF,INH,EMB,PZA",353,
fstrom1_baseline,0.20224762403324656,0.022971299757877296,0.005849902347060855,0.02901619884984018,0.17034141848018108,0.26315006794032075,1.1873073844150106,668.1914657796741,0.20832842796692433,271.5569987172076,193.08578398446758,0.23552830464289015,1.963520601420663,-0.13222126042780744,0.5367165084943005,0.8168926206497419,0.5846648461483599,1.1413608293163413,0,predicted,"RIF,INH,EMB,PZA",353,
screen_sex,0.12886750553939555,0.026967540258036216,0.006942557001178061,0.03414151582592021,0.18477422933385546,0.26602261456701387,0.6974322447669582,656.8161300746041,0.2101246940663812,270.94084847498874,191.81566260237958,0.4857791190670727,1.963582309813572,-0.233951902489999,0.49168691356879013,0.8790904324424724,0.6115938175860697,1.2635837155157916,0,predicted,"RIF,INH,EMB,PZA",353,
screen_years,-0.02498515440271688,3.582821898371865e-05,1.508239885634676e-05,5.14133644686103e-05,0.007170311322990815,0.4349963779102161,-3.484528534012844,315.5937008021842,0.3031341295395469,239.03700849673646,136.01586222213714,0.0005627303395420007,1.9675092568090233,-0.03909280830490386,-0.010877500500529897,1.0252998992220461,1.0109368755980292,1.039866987464343,0,predicted,"RIF,INH,EMB,PZA",353,1.0
