pid,Original_ID,SampleID,F2,Coll2014,Freschi2020,Lineage
T0107,107-07,MFS-59,0.011810337313693,2.2.1.1,2.2.1.1.1,2.0
T0107,107-01,MFS-58,0.0100803007004954,2.2.1.1,2.2.1.1.1,2.0
T0181,181-07,MFS-99,0.018140010219724,4.1.1.3,4.1.i1.2.1,4.0
T0181,181-01,MFS-98,0.0186682862896781,4.1.1.3,4.1.i1.2.1,4.0
T0188,188-02,MFS-106,0.005929156147196,4.3.3,4.2.1.2.1.1.i4.1,4.0
T0246,246-01,MFS-158,0.0133917183912932,2.2.1.1,2.2.1.1.1,2.0
T0246,246-08,MFS-159,0.0116693507933574,2.2.1.1,2.2.1.1.1,2.0
T0251,251-01,MFS-166,0.0114173412568433,2.2.1.1,2.2.1.1.1,2.0
T0251,251-07,MFS-167,0.0110438942037141,2.2.1.1,2.2.1.1.1,2.0
T0273,273-01,MFS-191,0.0234202703998465,4.1.1.2,4.1.i1.2.1,4.0
T0273,S0273-05,MFS-273,0.024652938173154,4.1.1.2,4.1.i1.2.1,4.0
T0230,230-01,MFS-138,0.0108923334729786,2.2.1.1,2.2.1.1.1,2.0
T0230,230-05,MFS-139,0.0114281581136306,2.2.1.1,2.2.1.1.1,2.0
T0021,21-01,MFS-9,0.0087532263494557,4.3.2.1,4.2.1.2.1.1.i1,4.0
T0021,21-07,MFS-10,0.0091221186856302,4.3.2.1,4.2.1.2.1.1.i1,4.0
T0024,24-08,MFS-12,0.0179711323439723,4.1.1.3,4.1.i1.2.1,4.0
T0024,24-01,MFS-11,0.0194954981769476,4.1.1.3,4.1.i1.2.1,4.0
T0106,106-01,MFS-56,0.0186979774015843,4.1.1.3,4.1.i1.2.1,4.0
T0106,106-08,MFS-57,0.0176027751125544,4.1.1.3,4.1.i1.2.1,4
T0173,173-08,MFS-92,0.0081267298745656,4.3.3,4.2.1.2.1.1.i4.1,4
T0173,173-01,MFS-91,0.0073043966849276,4.3.3,4.2.1.2.1.1.i4.1,4
T0261,261-02,MFS-180,0.0142679386146827,3,3.1.1,3
T0079,79-07,MFS-46,0.0110622198461981,2.2.1.1,2.2.1.1.1,2
T0079,79-01,MFS-45,0.0098070106341079,2.2.1.1,2.2.1.1.1,2
T0190,190-08,MFS-109,0.010115074327368,2.2.1,2.2.1.1.1,2
T0190,190-01,MFS-108,0.0103019029904135,2.2.1,2.2.1.1.1,2
T0239,239-06,MFS-149,0.0174918967251592,4.3.4.1,4.2.1.2.1.1.i3.2,4
T0239,239-01,MFS-148,0.016847343166874,4.3.4.1,4.2.1.2.1.1.i3.2,4
T0041,41-01,MFS-22,0.0096797612325562,2.2.1.1,2.2.1.1.1,2
T0030,30-01,MFS-15,0.0144108081060795,3,3.1.1,3
T0004,04-01,MFS-1,0.0112118320610687,2.2.1.1,2.2.1.1.1,2
T0004,04-08,MFS-2,0.0104010124179387,2.2.1.1,2.2.1.1.1,2
T0028,28-01,MFS-13,0.0089825161738758,4.3.2.1,4.2.1.2.1.1.i1,4
T0028,28-06,MFS-14,0.0091978829453779,4.3.2.1,4.2.1.2.1.1.i1,4
T0082,82-01,MFS-47,0.0121859967931587,3.1.1,3.1.1.i1,3
T0082,82-08,MFS-48,0.0118747292510766,3.1.1,3.1.1.i1,3
T0224,224-08,MFS-134,0.1386702964821983,2.2.1.1,2.2.1.1.1,2
T0224,224-01,MFS-133,0.0125334721808985,2.2.1,2.2.1.1.1,2
T0249,249-01,MFS-162,0.0095288915993291,2.2.1,2.2.1.1.1,2
T0249,249-08,MFS-163,0.0091995643086343,2.2.1,2.2.1.1.1,2
T0007,07-01,MFS-3,0.0083617904937701,2.2.1,2.2.1.1.1,2
T0031,31-01,MFS-16,0.0100092487925187,2.2.1,2.2.1.1.1,2
T0031,31-08,MFS-17,0.0100817707136054,2.2.1,2.2.1.1.1,2
T0142,142-01,MFS-71,0.0114902907043548,2.2.1.1,2.2.1.1.1,2
T0176,176-01,MFS-93,0.0119588889313414,2.2.1.1,2.2.1.1.1,2
T0176,176-06,MFS-94,0.0103394326916536,2.2.1.1,2.2.1.1.1,2
T0247,247-01,MFS-160,0.0105351666831536,4.3.2.1,4.2.1.2.1.1.i1,4
T0256,256-01,MFS-172,0.0120571048154449,2.2.1.1,2.2.1.1.1,2
T0256,256-08,MFS-173,0.0111129216229428,2.2.1.1,2.2.1.1.1,2
T0180,180-01,MFS-97,0.0102006874376316,2.2.1.1,2.2.1.1.1,2
T0185,185-01,MFS-103,0.0075043008839057,4.1.1.1,4.1.i1.2.1,4
T0018,18-01,MFS-7,0.0107060715230709,2.2.1.1,2.2.1.1.1,2
T0018,18-06,MFS-8,0.0105023146548745,2.2.1.1,2.2.1.1.1,2
T0196,196-01,MFS-111,0.0064740711822499,4.3.2.1,4.2.1.2.1.1.i1,4
T0196,196-07,MFS-112,0.0063807797732276,4.3.2.1,4.2.1.2.1.1.i1,4
T0039,39-01,MFS-20,0.0109809123737932,3.1.1,3.1.1.i1,3
T0039,39-06,MFS-21,0.0114058176418978,3.1.1,3.1.1.i1,3
T0265,265-01,MFS-184,0.0120504059664205,2.2.1,2.2.1.1.1,2
T0013,13-01,MFS-5,0.0119661084134377,3.1.1,3.1.1.i1,3
T0013,13-09,MFS-6,0.0087865741147526,4.3.2.1,4.2.1.2.1.1.i1,4
T0257,257-01,MFS-174,0.0081926175413044,4.1.1.1,4.1.i1.2.1,4
T0257,257-07,MFS-175,0.0087374234057039,4.1.1.1,4.1.i1.2.1,4
T0179,179-01,MFS-95,0.0198371267487993,4.1.1.3,4.1.i1.2.1,4
T0179,179-06,MFS-96,0.0202007205352547,4.1.1.3,4.1.i1.2.1,4
T0220,220-01,MFS-129,0.0096306277742549,2.2.1.1,2.2.1.1.1,2
T0220,220-08,MFS-130,0.0117018361194847,2.2.1.1,2.2.1.1.1,2
T0259,259-08,MFS-177,0.0124212421242124,4.1.1.3,4.1.i1.2.1,4
T0259,S0259-01,MFS-260,0.0121319303209832,4.1.1.3,4.1.i1.2.1,4
T0254,254-06,MFS-170,0.0115967264495908,2.2.1.1,2.2.1.1.1,2
T0254,254-01,MFS-169,0.0109579943549726,2.2.1.1,2.2.1.1.1,2
T0167,167-04,MFS-85,0.2594181525673683,"2.2.1,4.1.1.3","4.1,2.2.1.1.1","2,4"
T0167,167-01,MFS-84,0.1777573609835061,2.2.1,2.2.1.1.1,2
T0155,155-04,MFS-77,0.0125082063508517,2.2.1,2.2.1.1.1.i2,2
T0155,155-01,MFS-76,0.0115566037735849,2.2.1,2.2.1.1.1.i2,2
T0150,150-06,MFS-75,0.0114088339962319,2.2.1.1,2.2.1.1.1,2
T0150,150-01,MFS-74,0.0110297189649889,2.2.1.1,2.2.1.1.1,2
T0202,202-08,MFS-118,0.0101641556105239,4.4.1.1,4.2.1.2.2.1.1,4
T0202,S0202-01,MFS-265,0.0117946586303647,4.4.1.1,4.2.1.2.2.1.1,4
T0258,258-01,MFS-176,0.0096432015429122,4.3.2.1,4.2.1.2.1.1.i1,4
T0258,S0258-06,MFS-272,0.0106044538706256,4.3.2.1,4.2.1.2.1.1.i1,4
T0223,223-01,MFS-132,0.0103585391118388,2.2.1.1,2.2.1.1.1,2
T0033,33-01,MFS-18,0.0104610226320201,2.2.1,2.2.1.1.1.i2,2
T0033,33-05,MFS-19,0.0108259950130985,2.2.1,2.2.1.1.1.i2,2
T0236,236-01,MFS-146,0.0094573939625525,4.8,4.2.1.1.1.1.1.1.i1,4
T0236,236-04,MFS-147,0.0116341858524372,4.8,4.2.1.1.1.1.1.1.i1,4
T0252,252-01,MFS-168,0.4772970970697756,"4.1.1.3,2.2.1.1","4.1.i1.2.1,2.2.1.1.1","2,4"
T0171,171-01,MFS-90,0.0088577305738633,4.3.2.1,4.2.1.2.1.1.i1,4
T0242,242-01,MFS-150,0.0058258613627053,4.4.1.1,4.2.1.2.2.1.1,4
T0242,242-08,MFS-151,0.0050719099562287,4.4.1.1,4.2.1.2.2.1.1,4
T0212,212-01,MFS-122,0.0103072797182461,2.2.1.1,2.2.1.1.1,2
T0232,232-02,MFS-142,0.0109941014792625,2.2.1,2.2.1.1.1.i2,2
T0232,232-06,MFS-143,0.0113709677419354,2.2.1,2.2.1.1.1.i2,2
T0255,255-01,MFS-171,0.0088363074053165,4.1.1.1,4.1.i1.2.1,4
T0219,219-01,MFS-127,0.0139480583319678,3.1.1,3.1.1.i1,3
T0219,219-07,MFS-128,0.0129958149070638,3.1.1,3.1.1.i1,3
T0209,209-01,MFS-119,0.0105746030800393,2.2.1.1,2.2.1.1.1,2
T0209,209-06,MFS-120,0.0105666854399656,2.2.1.1,2.2.1.1.1,2
T0225,225-01,MFS-135,0.0098537455871513,3,3.1.1,3
T0235,235-05,MFS-145,0.122112951276548,4.8,4.2.1.1.1.1.1.1.i1,4
T0235,235-01,MFS-144,0.0126288396775181,2.2.1.1,2.2.1.1.1,2
T0248,248-01,MFS-161,0.0108002210277791,2.2.1.1,2.2.1.1.1,2
T0201,201-01,MFS-117,0.0091780586364027,4.8,4.2.1.1.1.1.1.1.i1,4
T0307,S0307-01,MFS-258,0.0065450006849419,4.4.1.1,4.2.1.2.2.1.1,4
T0276,S0276-01,MFS-321,0.0116623003464886,2.2.1,2.2.1.1.1,2
T0276,S0276-08,MFS-322,0.0137652659904781,2.2.1,2.2.1.1.1,2
T0317,S0317-01,MFS-319,0.011742931903759,2.2.1.1,2.2.1.1.1,2
T0311,S0311-01,MFS-317,0.3696847753185781,"4.3.2.1,2.2.1.1","2.2.1.1.1,4.2.1.2.1.1.i1","2,4"
T0311,S0311-08,MFS-318,0.0123098691192076,2.2.1.1,2.2.1.1.1,2
T0284,S0284-01,MFS-325,0.0114666051599723,2.2.1.1,2.2.1.1.1,2
T0284,S0284-07,MFS-326,0.0138182102873248,2.2.1.1,2.2.1.1.1,2
T0294,S0294-05,MFS-283,0.0118278350905037,2.2.1.1,2.2.1.1.1,2
T0294,S0294-01,MFS-282,0.0122093475386888,2.2.1.1,2.2.1.1.1,2
T0314,S0314-01,MFS-292,0.0128940843074743,2.2.1.1,2.2.1.1.1,2
T0305,S0305-08,MFS-314,0.0113997383666604,4.3.2.1,4.2.1.2.1.1.i1,4
T0305,S0305-01,MFS-313,0.4368104013836703,"4.3.2.1,2.2.1.1","2.2.1.1.1,4.2.1.2.1.1.i1","2,4"
T0285,S0285-01,MFS-327,0.0105267172661047,4.3.2.1,4.2.1.2.1.1.i1,4
T0285,S0285-08,MFS-328,0.0125889091710203,4.3.2.1,4.2.1.2.1.1.i1,4
T0321,S0321-08,MFS-330,0.0120868812238418,2.2.1.1,2.2.1.1.1,2
T0321,S0321-01,MFS-320,0.0123662017515407,2.2.1.1,2.2.1.1.1,2
T0320,S0320-01,MFS-293,0.0108805546194213,4.3.2.1,4.2.1.2.1.1.i1,4
T0320,S0320-04,MFS-267,0.0128136679124399,4.3.2.1,4.2.1.2.1.1.i1,4
T0288,S0288-04,MFS-306,0.0125888401633146,2.2.1.1,2.2.1.1.1,2
T0288,S0288-01,MFS-305,0.0122702361899219,2.2.1.1,2.2.1.1.1,2
T0310,S0310-07,MFS-316,0.0118993309002433,2.2.1.1,2.2.1.1.1,2
T0310,S0310-01,MFS-315,0.012943998172612,2.2.1.1,2.2.1.1.1,2
T0277,S0277-01,MFS-294,0.0112109471601681,2.2.1.1,2.2.1.1.1,2
T0277,S0277-06,MFS-295,0.011737841519109,2.2.1.1,2.2.1.1.1,2
T0306,S0306-01,MFS-287,0.0126389701579871,2.2.1,2.2.1.1.1,2
T0306,S0306-06,MFS-288,0.0110391913459833,2.2.1,2.2.1.1.1,2
T0291,S0291-01,MFS-308,0.0184739664952435,4.1.2,4.1.i1.1.1.1,4
T0291,S0291-09,MFS-309,0.0210344522185811,4.1.2,4.1.i1.1.1.1,4
T0289,S0289-01,MFS-329,0.010462129596759,4.1.1.1,4.1.i1.2.1,4
T0289,S0289-08,MFS-307,0.0095835939594316,4.1.1.1,4.1.i1.2.1,4
T0313,S0313-01,MFS-291,0.0118133260555967,2.2.1.1,2.2.1.1.1,2
T0292,S0292-01,MFS-310,0.0102615694164989,4.8,4.2.1.1.1.1.1.1.i1,4
T0292,S0292-08,MFS-311,0.0109741431148526,4.8,4.2.1.1.1.1.1.1.i1,4
T0278,S0278-06,MFS-297,0.0109994977398292,4.3.3,4.2.1.2.1.1.i4.1,4
T0278,S0278-01,MFS-296,0.0107574581346345,4.3.3,4.2.1.2.1.1.i4.1,4
T0271,S0271-01A,MFS-276,0.0108593590528679,2.2.1.1,2.2.1.1.1,2
T0271,S0271-05,MFS-268,0.0125225923057061,2.2.1.1,2.2.1.1.1,2
T0279,S0279-01,MFS-298,0.0137408709764674,4.3.2.1,4.2.1.2.1.1.i1,4
T0279,S0279-06,MFS-299,0.0125271708042558,4.3.2.1,4.2.1.2.1.1.i1,4
T0267,S0267-01,MFS-270,0.2459788059419055,2.2.1.1,"2.2.1.1.1,4.2.1.2.1.1.i1",2
T0267,S0267-06,MFS-280,0.0113345286885245,4.3.2.1,4.2.1.2.1.1.i1,4
T0263,S0263-01A,MFS-274,0.0113530062080108,2.2.1.1,2.2.1.1.1,2
T0280,S0280-01,MFS-300,0.0069090909090909,4.3.4.2.1,4.2.1.2.1.1.i3.1,4
T0280,S0280-06,MFS-301,0.0088513377590022,4.3.4.2.1,4.2.1.2.1.1.i3.1,4.0
T0299,S0299-09,MFS-312,0.0117822838847385,2.2.1,2.2.1.1.1,2.0
T0299,S0299-01,MFS-259,0.0112031877111425,2.2.1,2.2.1.1.1,2.0
T0253,S0253-01,MFS-281,0.0231556711082222,4.8,4.2.1.1.1.1.1.1.i1,4.0
T0253,S0253-05,MFS-263,0.0131307699202294,2.2.1.1,2.2.1.1.1,2.0
T0287,S0287-01,MFS-303,0.0142028855229448,2.2.1.1,2.2.1.1.1,2.0
T0287,S0287-06,MFS-304,,,,
T0297,S0297-06,MFS-286,0.0120305537873965,4.3.4.1,4.2.1.2.1.1.i3.2,4.0
T0297,S0297-01,MFS-285,0.0139542798797436,4.3.4.1,4.2.1.2.1.1.i3.2,4.0
T0290,S0290-01,MFS-264,0.0130141023896975,2.2.1.1,2.2.1.1.1,2.0
T0290,S0290-08,MFS-266,0.0124282982791587,2.2.1.1,2.2.1.1.1,2.0
T0312,S0312-05,MFS-290,0.0133777081701905,3,3.1.1,3.0
T0312,S0312-01,MFS-289,0.0118084118349475,3,3.1.1,3.0
