covariate,coef_pooled,V_w,V_b,V_t,se_pooled,riv,wald_stat,dof_old,lambda,dof_observed,dof_adj,pval,t_critical,coef_lower,coef_upper,OR,OR_lower,OR_upper,exclude_resistance,MIC_type,binarize_MICs,tb_deaths_only,include_drugs,num_pids,significant
F2,0.36466174276126606,0.059977985720534276,1.6786329191606178e-06,0.05997972030788407,0.24490757503165164,2.8920400192856858e-05,1.4889769853551384,34674844395.854324,2.891956382749756e-05,382.0044561542216,382.00445194577003,0.13649342926627048,1.9599639846084687,-0.11534828385856738,0.8446717693810994,1.4400268262595086,0.8910557495226497,2.327213826360392,0,predicted,False,True,RIF,362,
HIV_High_CD4,0.4085699666866747,0.24519529760940006,0.004755600108574881,0.2501094177215941,0.5001094057519756,0.020041657242637314,0.8169611728704439,75121.89821543127,0.019647881143220802,374.50970866094633,372.65190475029766,0.413953207883484,1.9599955639977,-0.5716422501007232,1.3887821834740728,1.504664525466495,0.5645974666805027,4.009963678208434,0,predicted,False,True,RIF,362,
HIV_Low_CD4,1.4706839897964297,0.2547335266618795,0.0027022812523471414,0.2575258839559715,0.5074700818333742,0.01096187584996804,2.89807033447801,246659.47132267716,0.01084301605414331,377.8733036345102,377.2953010097829,0.0037549942958324104,1.9599736021827925,0.4760560255054749,2.4653119540873845,4.352210991131024,1.6097131984277655,11.767152390762782,0,predicted,False,True,RIF,362,1.0
INH_AUC,0.030941807237109917,0.0009746876454466734,3.588412153285318e-07,0.0009750584480358463,0.031225925895573478,0.0003804322245234649,0.9909011934693717,200527426.74307153,0.0003802875508845233,381.8702281356001,381.86950093037035,0.321733830738762,1.9599639963702122,-0.030259883271538376,0.09214349774575821,1.0314254806416467,0.9701933637571742,1.0965221592498087,0,predicted,False,True,RIF,362,
RIF_pred_MIC,4.8430113726408965,12.20685110994328,0.0007044063082822798,12.207578996461837,3.493934601056785,5.962934355490292e-05,1.3861196403550502,8156986303.66917,5.962578810829907e-05,381.9927259004808,381.99270801171275,0.16571037410896108,1.9599639848308807,-2.0049746107848536,11.690997356066646,126.85077208700227,0.13466371465812715,119491.12216248713,0,predicted,False,True,RIF,362,
smear_pos_no_contam_sputum_specimen_1,0.5530208805081789,0.2441690300742115,0.0002449029219835313,0.24442209642692783,0.4943906314109601,0.0010364391939444572,1.1185909387681794,27052668.799518887,0.0010353660999383996,381.61997797360493,381.61459470608685,0.26331470082079605,1.9599640722308969,-0.4159669947048509,1.5220087557212088,1.7384968846845035,0.6597020437857356,4.5814189095332845,0,predicted,False,True,RIF,362,
total_adherence,-1.4596589501067017,0.2595260478326941,6.441905866043036e-05,0.2595926141933099,0.5095023201059147,0.00025649202140469023,-2.864872037880553,441034978.7664066,0.00025642625011745634,381.9175450728233,381.9172143487493,0.004171778037288906,1.959963989918927,-2.4582651502944404,-0.46105274991896283,0.23231549239429558,0.08558329640816725,0.6306194113978248,0,predicted,False,True,RIF,362,1.0
F2,0.41263566852249883,0.0623130896172147,2.286950909106056e-06,0.06231545279982077,0.24963063273528907,3.792433693455319e-05,1.6529849081465173,20164847652.206432,3.792289873376407e-05,382.0010167407008,382.0010095041088,0.09833393510135822,1.9599639846576977,-0.07663138110598067,0.9019027181509783,1.5107944956615247,0.9262312170129509,2.4642874977612053,0,predicted,False,True,INH,362,
HIV_High_CD4,0.4041112487168048,0.24831148053759028,0.004959220286625184,0.253436008167103,0.5034242824567593,0.020637497784710447,0.8027249832779276,70929.50985674105,0.02022020338220382,374.2910726924418,372.32632740157146,0.42213639912950796,1.9599974305772336,-0.5825990513886309,1.3908215488222404,1.497970584994225,0.5584450513768211,4.018149803594225,0,predicted,False,True,INH,362,
HIV_Low_CD4,1.413337841787997,0.2423263136799933,0.0024962113032368735,0.2449057320266714,0.49487951263582475,0.010644400550261258,2.8559231200747917,261428.13739700933,0.01053229063008289,377.99200556394976,377.44626602532134,0.004291528251260505,1.9599730588579543,0.4433873296410259,2.383288353934968,4.109649897492453,1.5579756676458767,10.840491691041349,0,predicted,False,True,INH,362,1.0
INH_AUC,0.035809332711253236,0.000992946063752358,4.485022159144714e-07,0.000993409516042136,0.03151839964278225,0.0004667446769735851,1.136140575571819,133243049.94915389,0.00046652692801327006,381.83728335649226,381.836189120859,0.25589773787045966,1.9599640023441438,-0.025965596000096486,0.09758426142260296,1.0364582089734133,0.9743686112097135,1.1025043362333495,0,predicted,False,True,INH,362,
INH_pred_MIC,-1.5101911043656224,2.3844090099717716,3.8021354407643e-05,2.3844482987046596,1.5441658909277396,1.6477346262151098e-05,-0.9779979685073182,106816359744.55997,1.6477074763684825e-05,382.00920937795075,382.00920801176454,0.32807532883606894,1.9599639845622627,-4.5367006367734914,1.5163184280422464,0.2208677651318369,0.010708680156823556,4.555423166994867,0,predicted,False,True,INH,362,
smear_pos_no_contam_sputum_specimen_1,0.6202831649401422,0.23302729807167127,0.0001563340629264889,0.23318884327002865,0.48289630695422453,0.0006932458115172672,1.2845059198163242,60426219.82842198,0.0006927655546981092,381.7508566935231,381.74844494583624,0.19896499852305957,1.959964023799026,-0.32617622391554923,1.5667425537958337,1.8594544996277156,0.721677999302447,4.791016269759845,0,predicted,False,True,INH,362,
total_adherence,-1.2964915846475769,0.23443631755451946,3.0252397563934018e-05,0.23446757836533552,0.4842185233604096,0.00013334457366570468,-2.6774927477992883,1631409990.224329,0.00013332679526103236,381.9645709730972,381.96448154315607,0.007417545906208503,1.959963985994177,-2.24554245178526,-0.3474407175098939,0.27348962701794743,0.10587009537214197,0.7064938954054963,0,predicted,False,True,INH,362,1.0
EMB_pred_MIC,-2.316793736742487,2.810675441736353,0.0016242673543297502,2.812353851335827,1.6770074094457148,0.0005971552512079457,-1.3815047707560426,81422046.53426269,0.0005967988696290316,381.78751745507503,381.7857272639509,0.16712381575775076,1.9599640136755443,-5.603667909923337,0.9700804364383631,0.09858918226369098,0.003684325129798833,2.6381566547450688,0,predicted,False,True,EMB,362,
F2,0.4797166877403171,0.06721561995432718,5.844206625009717e-06,0.06722165896783969,0.2592714002119009,8.98453888636828e-05,1.8502491495330669,3593225289.8941402,8.983731739496696e-05,381.9811846278975,381.98114402103374,0.06427764808868484,1.9599639852002604,-0.028445919067451808,0.9878792945480861,1.6156166133538497,0.9719548569498596,2.6855332042233075,0,predicted,False,True,EMB,362,
HIV_High_CD4,0.45772103606080117,0.24606514827678538,0.004639331775251554,0.25085912444454533,0.5008583876152474,0.019482548428058796,0.9138731573212991,79408.32965804808,0.019110232399857117,374.7150988165507,372.95518346474887,0.36078627450034484,1.959993859325042,-0.5239583280565254,1.4394004001781278,1.5804680479665556,0.5921718920469328,4.218165847097053,0,predicted,False,True,EMB,362,
HIV_Low_CD4,1.5516645391348152,0.2559570939556955,0.0026337287271810997,0.2586786136404493,0.5086045749307111,0.010632718330615524,3.050826940253543,261996.86068528233,0.010520853063394654,377.99637489175126,377.4518057168225,0.0022823487769473437,1.9599730391600105,0.554813284677184,2.548515793592446,4.719319139728087,1.7416157680631934,12.78810949637413,0,predicted,False,True,EMB,362,1.0
INH_AUC,0.03804691163340142,0.0010056107577611634,5.031315577659107e-07,0.0010061306603708548,0.03171956273927582,0.0005170018376184874,1.1994778095188223,108608238.6159057,0.0005167346848368655,381.81810321497085,381.8167609176158,0.2303422108246232,1.9599640063825152,-0.024122289633771173,0.100216112900574,1.0387799626002836,0.976166327435766,1.1054097855786278,0,predicted,False,True,EMB,362,
smear_pos_no_contam_sputum_specimen_1,0.6932795731078042,0.23839131323430232,0.00013372331634531212,0.2385294939945258,0.4883948136441723,0.000579638403550714,1.4195064192735345,86414578.56571753,0.0005793026175063299,381.79420129464563,381.79251447084175,0.15575143032120387,1.9599640119922652,-0.2639566852784425,1.650515831494051,2.000264802624278,0.7680068049371729,5.209666444224866,0,predicted,False,True,EMB,362,
total_adherence,-1.4008536938571174,0.25270387566454555,1.1431520503246322e-05,0.25271568823573226,0.5027083530594377,4.674471713432916e-05,-2.786613123358003,13273135462.585619,4.674253216788482e-05,381.99764750399044,381.99763651019026,0.0053262024449866946,1.959963984718781,-2.3861439606709087,-0.41556342704332605,0.2463865354618359,0.09198369364138627,0.6599683319258762,0,predicted,False,True,EMB,362,1.0
F2,0.3880061134538794,0.060373458519430254,9.424371405043016e-07,0.0603744323711421,0.24571209243979447,1.6130460896836416e-05,1.5791087430869952,111459850225.9701,1.6130200709264617e-05,382.0093418892174,382.0093405799466,0.11431111661825545,1.9599639845613375,-0.09358073829932384,0.8695929652070826,1.4740387957287902,0.9106644889558644,2.3859394954609754,0,predicted,False,True,PZA,362,
HIV_High_CD4,0.417753068807549,0.24468912370799786,0.004859985794385126,0.24971110902886248,0.4997110255226139,0.020523941746007746,0.8359892967553584,71700.60941433579,0.020111181037941614,374.3327209182189,372.38856415861886,0.4031637102702489,1.9599970708780254,-0.5616790775022285,1.3971852151173265,1.5185456518131644,0.5702507643153755,4.043801500922413,0,predicted,False,True,PZA,362,
HIV_Low_CD4,1.4120464910406552,0.248021927252674,0.0028264778298228515,0.2509426210101576,0.5009417341469541,0.011775949771199614,2.8187838919933617,214079.36728220183,0.011638890778005345,377.5692671508519,376.9045250642091,0.004821038361856055,1.9599750658714536,0.4302131826582186,2.393879799423092,4.104346323150372,1.5375852751277532,10.955918356436085,0,predicted,False,True,PZA,362,1.0
