covariate,coef_pooled,V_w,V_b,V_t,se_pooled,riv,wald_stat,dof_old,lambda,dof_observed,dof_adj,pval,t_critical,coef_lower,coef_upper,OR,OR_lower,OR_upper,exclude_resistance,MIC_type,binarize_MICs,tb_deaths_only,include_drugs,num_pids,significant
EMB_midpoint,0.2104514321604988,0.2395367832157533,0.0007787484298905159,0.24034148992664017,0.49024635636243147,0.0033594285607570287,0.4292768919732987,2586903.627611303,0.003348180587265596,382.7296711761262,382.673055100064,0.6677217671288063,1.9599649015716338,-0.7504142194332464,1.171317083754244,1.2342351076338676,0.4721709298534516,3.2262390685271214,0,measured,False,True,EMB,357,
F2,0.389181087545076,0.062194280869601916,6.981127447716522e-06,0.06220149470129789,0.24940227485189043,0.00011598866640324116,1.560455243546573,2156093688.809664,0.0001159752145927647,383.9708878933,383.9708195133325,0.1186523388397394,1.9599639856403173,-0.099638389101397,0.878000564191549,1.475771771024353,0.9051646762742919,2.406084083082785,0,measured,False,True,EMB,357,
HIV_High_CD4,0.42107243861204463,0.2556661734408723,0.014700215983174465,0.2708563966234859,0.5204386578872536,0.05941428613013855,0.809072178307063,9220.36006940283,0.056082202126203996,362.4789935269496,348.7679189815591,0.41849450679449474,1.960221303924371,-0.5991025059643573,1.4412473831884465,1.5235946414925796,0.5493044123629158,4.225963926995061,0,measured,False,True,EMB,357,
HIV_Low_CD4,1.2889758937014182,0.22257957813613044,0.006560802293146043,0.22935907383904802,0.4789144744513868,0.03045874989830026,2.691453197730106,33192.126026648366,0.029558436862520063,372.6645284951235,368.5268935359442,0.007117712600995411,1.960035458005354,0.3502865424247008,2.2276652449781356,3.6290681005313568,1.4194742299123884,9.278178497898583,0,measured,False,True,EMB,357,1.0
total_adherence,-1.2311075482912341,0.22445322263779335,8.265796171350068e-05,0.2245386358648973,0.47385507896919,0.0003805390989720139,-2.598067643316915,200414849.0816844,0.0003803943440510746,383.86934686914384,383.8686116172706,0.009375003073245987,1.9599639963768576,-2.159846442571159,-0.3023686540113091,0.2919690287420195,0.11534283142687597,0.7390655551801819,0,measured,False,True,EMB,357,1.0
EMB_midpoint,0.21122356934559097,0.24003887880779207,0.0008061236808580154,0.24087187327801202,0.4907869937946726,0.0034702481296246955,0.430377275714766,2424855.935090241,0.0034582471539070687,380.69439984694156,380.6346414611773,0.6669212610894357,1.9599649628548312,-0.7507017427168189,1.1731488814080009,1.2351884744732458,0.47203518923252236,3.232154301784471,0,measured,False,True,"RIF,INH,EMB",357,
F2,0.38796740684270375,0.06438284801026992,4.936180362946041e-06,0.06438794872997829,0.2537478053697771,7.922482254223895e-05,1.5289488170245789,4621088211.771162,7.921854646695305e-05,381.9852411630241,381.98520958762333,0.12627713297215856,1.9599639850534116,-0.10936915296840205,0.8853039666538096,1.4739817417864556,0.8963994478957237,2.423721009891307,0,measured,False,True,"RIF,INH,EMB",357,
HIV_High_CD4,0.4198738264769715,0.2565191126738005,0.01455269451825371,0.27155689700932933,0.5211112136668423,0.058622471358114575,0.8057278666534433,9456.96907117269,0.05537618267530952,360.86094354853293,347.59725693107475,0.42042003647955006,1.9602148651021052,-0.6016161209241722,1.441363773878115,1.5217695364813677,0.5479254064455363,4.226455818476278,0,measured,False,True,"RIF,INH,EMB",357,
HIV_Low_CD4,1.287529252263473,0.22401923676536567,0.006668536857445569,0.2309100581847261,0.4805310168810397,0.030759954005993524,2.6793884411882067,32564.29717102847,0.02984201499723248,370.615391480127,366.44486975363776,0.007379384420632209,1.9600368360404221,0.34567075831667315,2.2293877462102727,3.6238219358105592,1.4129373413593027,9.294173943926058,0,measured,False,True,"RIF,INH,EMB",357,1.0
INH_midpoint,0.010243365105357897,0.2585710128370375,3.5869907329211396e-05,0.25860807840794436,0.5085352282860494,0.0001433477422707552,0.020142882017990773,1411694702.0746832,0.0001433271966407107,381.9607506647252,381.9606473180346,0.9839293921745083,1.9599639862204958,-0.9864673680597172,1.006954098270433,1.0102960079628296,0.372891655985122,2.737250907395886,0,measured,False,True,"RIF,INH,EMB",357,
