Drug,Model,Num_Loci,Binned_MAE,Binned_MSE,MAE,MSE,Within_doubling,Spearman,Spearman_pval,Sensitivity,Specificity,Precision,Accuracy,Balanced_Acc,F1,CV,Addl_Data,Binned_MAE_exp,Binned_MSE_exp,Without_doubling
Bedaquiline,LinReg,4,0.3936605066442377,0.5826436167258566,0.8721176035535808,1.412204404175404,0.8964950711938664,0.3816205461394463,2.2260200500117423e-64,0.2307692307692307,0.9916666666666668,0.2857142857142857,0.9808324205914568,0.6112179487179488,0.2553191489361702,0,"– Lineage
Binary Augment",1.3137224471011333,1.4975909447344435,0.1035049288061336
Bedaquiline,LinReg,4,0.401893770400108,0.5256805965179231,0.8843518809536354,1.3721747272656744,0.8921139101861993,0.3625805875097581,7.666386615455783e-58,0.1923076923076923,0.9911111111111112,0.238095238095238,0.97973713033954,0.5917094017094018,0.2127659574468084,1,"– Lineage
Binary Augment",1.3212411154627877,1.4396125621897293,0.10788608981380066
Bedaquiline,LinReg,4,0.3946725515547994,0.4820523180897611,0.8731881416033627,1.3122908606868708,0.8932092004381161,0.3719431250419991,5.309053393042142e-61,0.2307692307692307,0.9922222222222222,0.3,0.9813800657174152,0.6114957264957265,0.2608695652173913,2,"– Lineage
Binary Augment",1.3146443415580624,1.3967291827266086,0.10679079956188386
Bedaquiline,LinReg,4,0.3938868740346373,0.4870239593925309,0.8763906666937847,1.3164391956984118,0.8926615553121577,0.3696067326842856,3.3368047535593123e-60,0.1538461538461538,0.9933333333333332,0.25,0.9813800657174152,0.5735897435897436,0.1904761904761905,3,"– Lineage
Binary Augment",1.313928594100672,1.4015507249804897,0.10733844468784226
Bedaquiline,LinReg,4,0.3986955316683506,0.5345586177576744,0.8792678877556116,1.3715656453066585,0.8932092004381161,0.382334702861102,1.24083602908949e-64,0.2307692307692307,0.9916666666666668,0.2857142857142857,0.9808324205914568,0.6112179487179488,0.2553191489361702,4,"– Lineage
Binary Augment",1.3183153660572207,1.4484989288570769,0.10679079956188386
Bedaquiline,LinReg,4,0.3941180345891149,0.5017547798414707,0.8566664894846127,1.3202069025224517,0.9003285870755751,0.4223122837362412,6.921289616956703e-80,0.3076923076923077,0.9916666666666668,0.3478260869565217,0.9819277108433736,0.6496794871794872,0.3265306122448979,0,"+ Lineage
Binary Augment",1.3141391394952235,1.4159347461462184,0.09967141292442494
Bedaquiline,LinReg,4,0.3841864125029219,0.4734528029307162,0.8448705685609001,1.2764241882611826,0.904709748083242,0.4323832110786494,4.558831745232911e-84,0.2307692307692307,0.9944444444444444,0.375,0.9835706462212488,0.6126068376068377,0.2857142857142857,1,"+ Lineage
Binary Augment",1.305123573509208,1.388428421497189,0.095290251916758
Bedaquiline,LinReg,4,0.3875550356848768,0.4700354301754388,0.8467404728782317,1.2739846145240807,0.8997809419496167,0.4216405773753237,1.3003128868287916e-79,0.3461538461538461,0.9922222222222222,0.391304347826087,0.9830230010952904,0.6691880341880342,0.3673469387755101,2,"+ Lineage
Binary Augment",1.3081745345019722,1.3851434844987731,0.10021905805038334
Bedaquiline,LinReg,4,0.3874090200265838,0.4880921851582482,0.8563128055630262,1.297798786943705,0.9052573932092004,0.4221084046264468,8.382550447919562e-80,0.2692307692307692,0.9922222222222222,0.3333333333333333,0.9819277108433736,0.6307264957264958,0.2978723404255319,3,"+ Lineage
Binary Augment",1.308042140410057,1.4025888702379865,0.0947426067907996
Bedaquiline,LinReg,4,0.3835380428175927,0.464993771532832,0.8433473808195747,1.2707605676141174,0.904709748083242,0.4239106031338017,1.5347281949003735e-80,0.3846153846153846,0.9938888888888888,0.4761904761904761,0.9852135815991238,0.6892521367521368,0.4255319148936169,4,"+ Lineage
Binary Augment",1.3045371623711282,1.3803113942420502,0.095290251916758
Bedaquiline,LinReg,4,0.3810630636287781,0.4747354125391898,0.8539348436945313,1.2756034786712256,0.911829134720701,0.4270238118320631,7.974142610574056e-82,0.0769230769230769,0.9955555555555556,0.2,0.982475355969332,0.5362393162393162,0.1111111111111111,0,+ Lineage,1.30230111500148,1.3896633349211358,0.08817086527929896
Bedaquiline,LinReg,4,0.3841160489092828,0.4865458462746512,0.8598525793184653,1.296792721692151,0.9145673603504928,0.4162754118110344,1.902220859906848e-77,0.0,0.9961111111111112,0.0,0.9819277108433736,0.4980555555555555,0.0,1,+ Lineage,1.3050599211483487,1.4010863241585532,0.0854326396495072
Bedaquiline,LinReg,4,0.3870270585448435,0.4910659926508356,0.8639036437875937,1.3046212272243165,0.9085432639649508,0.4075644584079458,5.1493939519308194e-74,0.0384615384615384,0.9961111111111112,0.125,0.982475355969332,0.5172863247863247,0.0588235294117647,2,+ Lineage,1.3076958748674417,1.4054829892104357,0.09145673603504922
Bedaquiline,LinReg,4,0.3808487897263603,0.4745279437429444,0.8536672872087724,1.2744145917857652,0.9184008762322016,0.4259535439165041,2.2117891380285097e-81,0.0769230769230769,0.995,0.1818181818181818,0.9819277108433736,0.5359615384615385,0.1081081081081081,3,+ Lineage,1.3021077072385814,1.3894635067928314,0.08159912376779843
Bedaquiline,LinReg,4,0.3808477922674345,0.4778132232017238,0.8584535683636352,1.2856712455996815,0.9156626506024096,0.4230500553479382,3.456790723288394e-80,0.0769230769230769,0.9961111111111112,0.2222222222222222,0.9830230010952904,0.536517094017094,0.1142857142857143,4,+ Lineage,1.3021068069800588,1.3926311736584451,0.08433734939759041
Ethambutol,CNN,2,0.3208095789869436,0.4807979936697809,0.7151608872599525,0.8886489215612402,0.8903355032548823,0.7732614936261539,0.0,0.7304189435336976,0.925414364640884,0.787819253438114,0.871807711567351,0.8279166540872909,0.7580340264650285,0,– Lineage,1.2490312554020164,1.3955153502171942,0.10966449674511769
Ethambutol,CNN,2,0.3152225739396831,0.4558913204269099,0.7172502671398965,0.8674488438378037,0.914872308462694,0.7692676149295757,0.0,0.7887067395264117,0.9033149171270718,0.7556719022687609,0.871807711567351,0.8460108283267418,0.7718360071301248,1,– Lineage,1.2442035898660233,1.371629958525013,0.08512769153730604
