covariate,coef,exp(coef),se(coef),coef_transformed,se_transformed,imp_num,pval,OR,OR_lower,OR_upper,exclude_resistance,MIC_type,tb_deaths_only,include_drugs,num_pids,significant
high_lung_involvement,-0.03569287356805514,0.9649366055148701,0.21103482806575272,-0.07142590963524191,0.42230711771001284,1,0.8656923267836447,0.9310652580040175,0.4069224505995812,2.1303383811455396,0,predicted,False,PZA,373,
HIV_Low_CD4,0.2901944998087527,1.3366874481965871,0.1510566180679668,0.9814063458150472,0.5108571101346254,1,0.054719409663759065,2.668206024942425,0.9803406248849136,7.262091573910675,0,predicted,False,PZA,373,
HIV_High_CD4,0.07873295819184686,1.0819153668546366,0.19198345710806416,0.2112060798782958,0.5150076195343071,1,0.6817305201856696,1.2351668718737274,0.4501428481884006,3.3892290136658927,0,predicted,False,PZA,373,
bl_bmi,-0.21418101237037945,0.8072022582035664,0.23805404645604394,-0.06426211687114594,0.0714248979669271,1,0.3682714558271295,0.937759164815254,0.8152566197157861,1.0786692557020578,0,predicted,False,PZA,373,
diabetes,0.23799993646957193,1.2687091122232752,0.14424823536684883,1.1090529922350922,0.6721805872359496,1,0.09895662225003385,3.0314861936874924,0.8118848576049019,11.319226435172759,0,predicted,False,PZA,373,
PZA_AUC,-0.30116531487767767,0.7399554369924728,0.2499128896229958,-0.005043596646434416,0.004185275494009755,1,0.22817197216933816,0.9949691009310094,0.9868407640173086,1.0031643887281676,0,predicted,False,PZA,373,
fstrom1_baseline,0.09949765376682307,1.1046158790504896,0.19828915302296773,0.21224905737151611,0.42299174123998073,1,0.6158218482898087,1.236455795163613,0.5396688753951094,2.8328906911194016,0,predicted,False,PZA,373,
screen_sex,-0.03994818430128478,0.9608392244182492,0.20638436297328286,-0.08154565283274354,0.4212894254767166,1,0.8465188009879162,0.9216906311051644,0.40362955940160916,2.1046863384496937,0,predicted,False,PZA,373,
Lineage_2,0.07777337142870062,1.0808776731479572,0.18594383924300162,0.15534311973318649,0.3714008477780165,1,0.6757550611070144,1.1680586763359126,0.5640630935528276,2.4188093263999804,0,predicted,False,PZA,373,
smear_pos_no_contam_sputum_specimen_1,0.0571416917963546,1.0588058238665843,0.23997360321343078,0.13052793855743933,0.5481682244775312,1,0.8117906816685643,1.1394297734730405,0.3891221248954099,3.336485194785025,0,predicted,False,PZA,373,
screen_years,0.03993388399458255,1.0407419622164147,0.19805559138865636,0.0031303714334114667,0.01552535099251983,1,0.8402062464564787,1.0031352761626064,0.973070486125023,1.034128972803455,0,predicted,False,PZA,373,
F2,0.03574281352751555,1.0363892669123844,0.18910225395837438,0.06449450981120944,0.34121704391993146,1,0.8500825068931805,1.0666197222849305,0.5464685029334058,2.0818722869848973,0,predicted,False,"RIF,INH,EMB,PZA",372,
EMB_pred_MIC,-0.11160386881742008,0.894398486465297,0.2997212065717342,-0.8191340333256704,2.19985062716768,1,0.7096256254412818,0.4408132188282704,0.005912053571204411,32.8678168344395,0,predicted,False,"RIF,INH,EMB,PZA",372,
RIF_AUC,-0.09324536765041919,0.9109699503149841,0.3317366898361894,-0.009427607438515812,0.0335403609158724,1,0.7786471474866162,0.9906166931270736,0.927589951121212,1.0579258987399112,0,predicted,False,"RIF,INH,EMB,PZA",372,
TTP_baseline,-0.011928441094639424,0.9881424207219791,0.25044820458801975,-0.03312053246689231,0.6953949661586637,1,0.9620124174244185,0.9674219468075856,0.24756809062636714,3.7803952068179036,0,predicted,False,"RIF,INH,EMB,PZA",372,
RIF_pred_MIC_high,0.8178274175323827,2.2655723440238527,0.32824178602251003,1.693268682899509,0.6796073655343188,1,0.012719077760655836,5.437224252252719,1.4351404555072862,20.599661486676723,0,predicted,False,"RIF,INH,EMB,PZA",372,1.0
HIV_Low_CD4,0.27099975128828246,1.3112747442551536,0.15951910239053096,0.9153905569058463,0.5388280958939116,1,0.08934659432716781,2.497750575169086,0.8687558877112521,7.181255429754361,0,predicted,False,"RIF,INH,EMB,PZA",372,
PZA_AUC,-0.2635291577979289,0.7683352191495532,0.300829870670095,-0.00441277307378221,0.005037370301544722,1,0.3810260742393896,0.9955969489037675,0.9858157209433874,1.005475225854522,0,predicted,False,"RIF,INH,EMB,PZA",372,
bl_bmi,-0.1420446061259092,0.8675825561260486,0.25072813769120084,-0.042561556089077385,0.0751269617798425,1,0.5710346448349337,0.9583314725677868,0.827118177243102,1.110360328889268,0,predicted,False,"RIF,INH,EMB,PZA",372,
